,HomeTeam,AwayTeam,HTGD,ATGD,HTP,ATP,HM1_D,HM1_L,HM1_W,HM2_D,HM2_L,HM2_W,HM3_D,HM3_L,HM3_W,AM1_D,AM1_L,AM1_W,AM2_D,AM2_L,AM2_W,AM3_D,AM3_L,AM3_W,DiffFormPts,DiffLP,FTR
3260,West Brom,Man United,-0.739130435,1.260869565,0.913043478,2.173913043,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.130434783,17,A
3261,Blackburn,Bolton,-0.47826087,-0.347826087,0.956521739,1.0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.21739130399999998,-9,D
3262,Chelsea,Middlesbrough,1.260869565,-0.6521739129999999,1.956521739,0.913043478,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0.130434783,-11,H
3263,Everton,Arsenal,0.17391304300000002,0.565217391,1.565217391,1.782608696,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,-0.086956522,2,D
3264,Man City,Newcastle,0.434782609,-0.39130434799999997,1.217391304,1.0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0.260869565,-3,H
3265,West Ham,Hull,-0.086956522,-0.565217391,1.260869565,1.173913043,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.304347826,-8,H
3266,Wigan,Liverpool,0.086956522,0.956521739,1.3478260869999998,2.0434782609999997,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,-0.086956522,10,D
3267,Arsenal,West Ham,0.565217391,-0.086956522,1.782608696,1.260869565,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0.086956522,-7,D
3268,Aston Villa,Wigan,0.565217391,0.086956522,1.913043478,1.3478260869999998,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0.260869565,-8,D
3269,Bolton,Tottenham,-0.347826087,-0.260869565,1.0,0.913043478,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,-0.043478261,5,H
3270,Fulham,Portsmouth,0.125,-0.625,1.25,1.0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.125,9,H
3271,Hull,West Brom,-0.625,-0.916666667,1.125,0.875,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,-0.125,0,D
3272,Man United,Everton,1.25,0.166666667,2.208333333,1.5416666669999999,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0.166666667,-4,H
3273,Middlesbrough,Blackburn,-0.708333333,-0.45833333299999995,0.875,0.958333333,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,-0.166666667,6,D
3274,Stoke,Man City,-0.75,0.375,0.875,1.166666667,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,-0.208333333,9,H
3275,Liverpool,Chelsea,0.916666667,1.291666667,2.0,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,-0.125,2,H
3276,Newcastle,Sunderland,-0.41666666700000005,-0.333333333,0.958333333,1.083333333,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,-0.125,-3,D
3277,Blackburn,Aston Villa,-0.45833333299999995,0.583333333,0.958333333,1.9583333330000001,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.166666667,1,A
3278,Chelsea,Hull,1.291666667,-0.625,2.0,1.125,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.25,-16,D
3279,Everton,Bolton,0.166666667,-0.333333333,1.5416666669999999,1.0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0.166666667,-11,H
3280,Man City,Middlesbrough,0.4,-0.68,1.24,0.88,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0.2,-4,H
3281,Portsmouth,Liverpool,-0.64,0.96,0.96,2.04,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,-0.2,4,A
3282,Sunderland,Stoke,-0.32,-0.68,1.08,0.96,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0.04,-3,H
3283,West Brom,Newcastle,-0.88,-0.4,0.88,0.96,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0.12,6,A
3284,Wigan,Fulham,0.08,0.0,1.32,1.2,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,-0.08,-3,D
3285,Tottenham,Arsenal,-0.2,0.52,0.96,1.72,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,-0.04,8,D
3286,West Ham,Man United,0.0,1.24,1.32,2.24,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,-0.08,9,A
3287,Portsmouth,Man City,-0.64,0.4,0.96,1.24,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,-0.24,-1,H
3288,Man United,Fulham,1.24,0.0,2.24,1.2,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0.2,-16,H
3289,Arsenal,Sunderland,0.52,-0.32,1.72,1.08,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0.04,-12,D
3290,Aston Villa,Chelsea,0.615384615,1.115384615,1.9615384619999998,1.884615385,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0.115384615,4,A
3291,Bolton,West Ham,-0.384615385,-0.038461537999999997,1.038461538,1.269230769,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0.0,6,H
3292,Man United,Blackburn,1.307692308,-0.538461538,2.269230769,0.884615385,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.307692308,-6,H
3293,Middlesbrough,Wigan,-0.692307692,0.076923077,0.846153846,1.307692308,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-0.076923077,-1,D
3294,Stoke,Portsmouth,-0.7307692309999999,-0.538461538,0.923076923,1.038461538,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0.0,10,D
3295,Fulham,West Brom,0.076923077,-0.884615385,1.269230769,0.846153846,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0.115384615,-1,H
3296,Liverpool,Man City,0.961538462,0.307692308,2.076923077,1.192307692,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0.153846154,-5,D
3297,Newcastle,Everton,-0.346153846,0.23076923100000002,1.038461538,1.5384615380000002,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0,7,D
3298,Hull,Tottenham,-0.576923077,-0.192307692,1.115384615,0.961538462,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,-0.076923077,7,A
3299,Arsenal,Fulham,0.5,0.076923077,1.692307692,1.269230769,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-0.038461537999999997,-14,D
3300,Chelsea,Wigan,1.111111111,0.074074074,1.925925926,1.296296296,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.037037037,-12,H
3301,Everton,West Brom,0.222222222,-0.9259259259999999,1.5185185190000001,0.814814815,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.111111111,-13,H
3302,Middlesbrough,Liverpool,-0.666666667,0.9259259259999999,0.851851852,2.0370370369999997,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.185185185,9,H
3303,Aston Villa,Stoke,0.5555555560000001,-0.703703704,1.888888889,0.9259259259999999,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0.0,-12,D
3304,Bolton,Newcastle,-0.333333333,-0.333333333,1.111111111,1.037037037,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0.037037037,4,H
3305,Hull,Blackburn,-0.592592593,-0.481481481,1.074074074,0.962962963,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,-0.037037037,11,A
3306,West Ham,Man City,-0.074074074,0.296296296,1.222222222,1.185185185,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,-0.111111111,1,H
3307,Liverpool,Sunderland,0.9259259259999999,-0.222222222,2.0370370369999997,1.148148148,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0.074074074,-11,H
3308,Portsmouth,Chelsea,-0.518518519,1.111111111,1.037037037,1.925925926,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0.0,6,A
3309,West Brom,Arsenal,-0.9259259259999999,0.481481481,0.814814815,1.6666666669999999,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,-0.074074074,15,A
3310,Blackburn,Everton,-0.46428571399999996,0.28571428600000004,0.9642857140000001,1.571428571,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,-0.107142857,2,D
3311,Fulham,Hull,0.035714286,-0.607142857,1.214285714,1.035714286,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.107142857,-1,A
3312,Man City,Aston Villa,0.25,0.535714286,1.142857143,1.857142857,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,-0.107142857,3,H
3313,Newcastle,Man United,-0.35714285700000004,1.285714286,1.0,2.3214285709999998,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.17857142899999998,11,A
3314,Stoke,Bolton,-0.6785714290000001,-0.28571428600000004,0.9285714290000001,1.178571429,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,-0.14285714300000002,2,H
3315,Tottenham,Middlesbrough,0.0,-0.571428571,1.107142857,0.9285714290000001,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0.107142857,-2,H
3316,Wigan,West Ham,0.035714286,-0.035714286,1.25,1.285714286,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,-0.035714286,4,A
3317,Sunderland,Tottenham,-0.28571428600000004,0.0,1.107142857,1.107142857,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,-0.107142857,4,D
3318,Fulham,Blackburn,0.035714286,-0.46428571399999996,1.214285714,0.9642857140000001,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0.0,10,A
3319,Arsenal,Blackburn,0.46428571399999996,-0.46428571399999996,1.642857143,0.9642857140000001,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,-0.035714286,-4,H
3320,Bolton,Fulham,-0.344827586,0.0,1.137931034,1.172413793,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.172413793,-1,A
3321,Everton,Stoke,0.275862069,-0.5862068970000001,1.5517241380000002,1.0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0.0,-13,H
3322,Hull,Newcastle,-0.551724138,-0.379310345,1.103448276,0.9655172409999999,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.068965517,6,D
3323,Man United,Liverpool,1.137931034,0.8620689659999999,2.24137931,2.0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0.068965517,-3,A
3324,Middlesbrough,Portsmouth,-0.689655172,-0.517241379,0.896551724,1.0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0.068965517,5,D
3325,Sunderland,Wigan,-0.275862069,0.0,1.103448276,1.2068965520000001,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0.034482759,1,A
3326,Aston Villa,Tottenham,0.448275862,0.0,1.793103448,1.103448276,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,-0.20689655199999998,-5,A
3327,Chelsea,Man City,1.103448276,0.310344828,2.0,1.2068965520000001,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0.172413793,-7,H
3328,West Ham,West Brom,0.0,-1.0,1.3448275859999999,0.75862069,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.20689655199999998,-8,D
3329,Blackburn,West Ham,-0.413793103,0.0,1.034482759,1.3448275859999999,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0.034482759,-3,D
3330,Fulham,Man United,0.066666667,1.033333333,1.233333333,2.166666667,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0.0,16,H
3331,Newcastle,Arsenal,-0.36666666700000006,0.6333333329999999,0.966666667,1.733333333,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,-0.2,9,A
3332,Portsmouth,Everton,-0.46666666700000003,0.333333333,1.066666667,1.6,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,-0.1,3,H
3333,Stoke,Middlesbrough,-0.6333333329999999,-0.666666667,0.966666667,0.9,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0.0,5,H
3334,Tottenham,Chelsea,0.033333333,1.1,1.166666667,2.0333333330000003,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.066666667,9,H
3335,West Brom,Bolton,-0.966666667,-0.4,0.7666666670000001,1.1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,-0.066666667,2,D
3336,Liverpool,Aston Villa,0.933333333,0.4,2.0333333330000003,1.733333333,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.166666667,-2,H
3337,Man City,Sunderland,0.26666666699999997,-0.3,1.166666667,1.066666667,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.066666667,-6,H
3338,Wigan,Hull,0.033333333,-0.533333333,1.266666667,1.1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,-0.033333333,-4,H
3339,Arsenal,Man City,0.6333333329999999,0.26666666699999997,1.733333333,1.166666667,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0.133333333,-6,H
3340,Blackburn,Tottenham,-0.516129032,0.064516129,1.0,1.225806452,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,-0.09677419400000001,-4,H
3341,Bolton,Middlesbrough,-0.387096774,-0.677419355,1.096774194,0.870967742,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0.0,3,H
3342,Fulham,Liverpool,0.129032258,1.064516129,1.2903225809999999,2.0645161290000003,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,-0.09677419400000001,13,A
3343,Hull,Portsmouth,-0.548387097,-0.45161290299999995,1.064516129,1.064516129,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,-0.032258065,10,D
3344,Newcastle,Chelsea,-0.419354839,1.032258065,0.935483871,1.967741935,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.161290323,10,A
3345,West Brom,Stoke,-0.935483871,-0.580645161,0.774193548,1.032258065,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,-0.129032258,0,A
3346,West Ham,Sunderland,0.0,-0.322580645,1.322580645,1.032258065,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.129032258,-5,H
3347,Everton,Wigan,0.290322581,0.064516129,1.548387097,1.322580645,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,-0.064516129,-9,H
3348,Man United,Aston Villa,1.032258065,0.225806452,2.193548387,1.677419355,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.09677419400000001,-5,H
3349,Chelsea,Bolton,1.032258065,-0.387096774,1.967741935,1.096774194,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.161290323,-14,H
3350,Liverpool,Blackburn,1.0625,-0.46875,2.09375,1.0625,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0.15625,-3,H
3351,Middlesbrough,Hull,-0.75,-0.53125,0.84375,1.0625,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,-0.03125,-5,H
3352,Portsmouth,West Brom,-0.4375,-0.96875,1.0625,0.75,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0.09375,-10,D
3353,Stoke,Newcastle,-0.5,-0.46875,1.09375,0.90625,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.15625,6,D
3354,Sunderland,Man United,-0.375,1.03125,1.0,2.21875,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,-0.1875,14,A
3355,Tottenham,West Ham,0.03125,0.0625,1.1875,1.375,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0.03125,1,H
3356,Wigan,Arsenal,-0.0625,0.71875,1.28125,1.8125,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,-0.09375,11,A
3357,Aston Villa,Everton,0.1875,0.40625,1.625,1.59375,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,-0.1875,1,D
3358,Man City,Fulham,0.21875,0.09375,1.1875,1.25,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,-0.09375,-8,A
3359,Aston Villa,West Ham,0.1875,0.0625,1.625,1.375,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,-0.15625,-4,D
3360,Middlesbrough,Fulham,-0.666666667,0.151515152,0.9090909090000001,1.303030303,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,-0.090909091,-4,D
3361,Portsmouth,Bolton,-0.393939394,-0.303030303,1.121212121,1.121212121,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0.03030303,-8,H
3362,Stoke,Blackburn,-0.484848485,-0.575757576,1.0909090909999999,1.03030303,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0.090909091,11,H
3363,Sunderland,Hull,-0.393939394,-0.575757576,0.96969697,1.03030303,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,-0.03030303,-3,H
3364,Man City,West Brom,0.151515152,-0.939393939,1.151515152,0.757575758,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0.03030303,-9,H
3365,Tottenham,Newcastle,0.060606060999999996,-0.454545455,1.242424242,0.9090909090000001,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0.151515152,-1,H
3366,Liverpool,Arsenal,1.151515152,0.787878788,2.121212121,1.848484848,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0.0,1,D
3367,Chelsea,Everton,1.0606060609999999,0.393939394,2.03030303,1.575757576,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0.060606060999999996,-3,D
3368,Man United,Portsmouth,1.0606060609999999,-0.393939394,2.242424242,1.121212121,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0.12121212099999999,-7,H
3369,Bolton,Aston Villa,-0.303030303,0.181818182,1.121212121,1.606060606,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0.090909091,10,D
3370,Everton,Man City,0.382352941,0.20588235300000002,1.558823529,1.205882353,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0.058823529000000006,-4,A
3371,Fulham,Stoke,0.147058824,-0.441176471,1.294117647,1.1470588240000001,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,-0.088235294,-1,H
3372,Hull,Liverpool,-0.588235294,1.117647059,1.0,2.088235294,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.176470588,14,A
3373,Man United,Tottenham,1.117647059,0.088235294,2.264705882,1.294117647,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0.088235294,-10,H
3374,West Brom,Sunderland,-0.970588235,-0.352941176,0.735294118,1.029411765,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,-0.058823529000000006,3,H
3375,West Ham,Chelsea,0.029411765,1.029411765,1.323529412,2.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,-0.088235294,8,A
3376,Arsenal,Middlesbrough,0.764705882,-0.647058824,1.8235294119999998,0.9117647059999999,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0.088235294,-10,H
3377,Blackburn,Wigan,-0.588235294,-0.20588235300000002,1.0,1.205882353,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0.088235294,-7,H
3378,Newcastle,Portsmouth,-0.470588235,-0.441176471,0.882352941,1.088235294,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,-0.088235294,4,D
3379,Chelsea,Fulham,1.029411765,0.147058824,2.0,1.294117647,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0.088235294,-15,H
3380,Man City,Blackburn,0.228571429,-0.514285714,1.257142857,1.057142857,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0.085714286,2,H
3381,Middlesbrough,Man United,-0.685714286,1.142857143,0.8857142859999999,2.285714286,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.14285714300000002,12,A
3382,Portsmouth,Arsenal,-0.428571429,0.8,1.085714286,1.857142857,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,-0.085714286,5,A
3383,Stoke,West Ham,-0.457142857,0.0,1.114285714,1.285714286,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0.085714286,8,A
3384,Tottenham,West Brom,0.0,-0.857142857,1.257142857,0.8,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0.057142857000000005,-7,H
3385,Wigan,Bolton,-0.2,-0.314285714,1.2,1.085714286,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0.0,-2,D
3386,Liverpool,Newcastle,1.142857143,-0.457142857,2.114285714,0.8857142859999999,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0.14285714300000002,-8,H
3387,Sunderland,Everton,-0.428571429,0.342857143,1.0,1.5142857140000001,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.028571429,10,A
3388,Aston Villa,Hull,0.171428571,-0.628571429,1.571428571,0.9714285709999999,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.085714286,-12,H
3389,Blackburn,Portsmouth,-0.514285714,-0.428571429,1.057142857,1.085714286,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,-0.028571429,-1,H
3390,Bolton,Sunderland,-0.305555556,-0.472222222,1.083333333,0.9722222220000001,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,-0.027777778,1,D
3391,Everton,Tottenham,0.38888888899999996,0.027777778,1.5555555559999998,1.3055555559999998,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.055555556,-6,D
3392,Fulham,Aston Villa,0.111111111,0.194444444,1.3055555559999998,1.611111111,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,-0.027777778,11,H
3393,Hull,Stoke,-0.638888889,-0.472222222,0.944444444,1.083333333,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,-0.083333333,0,A
3394,West Brom,Wigan,-0.8611111109999999,-0.25,0.7777777779999999,1.166666667,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.055555556,4,H
3395,West Ham,Liverpool,0.027777778,1.1944444440000002,1.333333333,2.138888889,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,-0.083333333,6,A
3396,Arsenal,Chelsea,0.8611111109999999,1.0555555559999998,1.888888889,2.055555556,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0.0,1,A
3397,Man United,Man City,1.166666667,0.27777777800000003,2.305555556,1.3055555559999998,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0.0,-8,H
3398,Newcastle,Middlesbrough,-0.5277777779999999,-0.7222222220000001,0.8611111109999999,0.8611111109999999,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.0,-1,H
3399,Wigan,Man United,-0.25,1.166666667,1.166666667,2.305555556,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,-0.222222222,13,A
3400,Bolton,Hull,-0.297297297,-0.648648649,1.081081081,0.9189189190000001,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.081081081,-2,D
3401,Everton,West Ham,0.37837837799999996,-0.054054054000000004,1.540540541,1.297297297,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0.027027027000000002,-5,H
3402,Man United,Arsenal,1.162162162,0.756756757,2.324324324,1.8378378380000002,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.081081081,-2,D
3403,Middlesbrough,Aston Villa,-0.756756757,0.135135135,0.837837838,1.567567568,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,-0.10810810800000001,7,D
3404,Newcastle,Fulham,-0.45945945899999996,0.162162162,0.9189189190000001,1.351351351,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.054054054000000004,-5,A
3405,Stoke,Wigan,-0.43243243200000003,-0.27027027,1.135135135,1.135135135,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.054054054000000004,4,H
3406,Tottenham,Man City,0.027027027000000002,0.21621621600000002,1.297297297,1.27027027,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,-0.054054054000000004,2,H
3407,Chelsea,Blackburn,1.108108108,-0.486486486,2.0810810809999998,1.081081081,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0.081081081,-5,H
3408,West Brom,Liverpool,-0.783783784,1.243243243,0.837837838,2.162162162,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.081081081,14,A
3409,Portsmouth,Sunderland,-0.540540541,-0.45945945899999996,1.027027027,0.972972973,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0.0,-7,H
3410,Arsenal,Stoke,0.736842105,-0.36842105299999994,1.815789474,1.184210526,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,-0.052631579000000005,-15,H
3411,Aston Villa,Newcastle,0.131578947,-0.473684211,1.552631579,0.894736842,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0.026315789,-6,H
3412,Blackburn,West Brom,-0.526315789,-0.815789474,1.052631579,0.815789474,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0.0,-11,D
3413,Fulham,Everton,0.184210526,0.42105263200000004,1.394736842,1.5789473680000001,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,-0.026315789,12,A
3414,Hull,Man United,-0.6315789470000001,1.131578947,0.921052632,2.289473684,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,-0.15789473699999998,17,A
3415,Liverpool,Tottenham,1.263157895,0.052631579000000005,2.1842105259999998,1.3421052629999999,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0.052631579000000005,-7,H
3416,Man City,Bolton,0.184210526,-0.289473684,1.236842105,1.078947368,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0.0,-7,H
3417,Sunderland,Chelsea,-0.5,1.131578947,0.947368421,2.105263158,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,-0.21052631600000002,13,A
3418,West Ham,Middlesbrough,-0.10526315800000001,-0.736842105,1.263157895,0.842105263,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0.052631579000000005,-3,H
3419,Wigan,Portsmouth,-0.31578947399999996,-0.473684211,1.105263158,1.078947368,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,-0.078947368,6,H
