,HomeTeam,AwayTeam,HTGD,ATGD,HTP,ATP,HM1_D,HM1_L,HM1_W,HM2_D,HM2_L,HM2_W,HM3_D,HM3_L,HM3_W,AM1_D,AM1_L,AM1_W,AM2_D,AM2_L,AM2_W,AM3_D,AM3_L,AM3_W,DiffFormPts,DiffLP,FTR
197,West Ham,Charlton,0.2,-0.2,1.3,1.25,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-0.1,-9,H
198,Southampton,Tottenham,-0.4,-0.05,1.05,1.3,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0.05,5,H
199,Arsenal,Sunderland,0.6,0.05,1.75,1.6,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,-0.1,-5,D
200,Ipswich,Tottenham,0.333333333,-0.14285714300000002,1.619047619,1.2380952379999999,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.095238095,8,H
201,Man City,Charlton,-0.380952381,-0.428571429,0.904761905,1.19047619,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,-0.047619048,0,A
202,Middlesbrough,Coventry,-0.333333333,-0.761904762,0.857142857,0.904761905,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.14285714300000002,-2,D
203,Newcastle,Man United,-0.14285714300000002,1.571428571,1.428571429,2.19047619,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0.0,10,D
204,Southampton,Derby,-0.28571428600000004,-0.571428571,1.142857143,0.9523809520000001,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,-0.14285714300000002,-1,H
205,Charlton,Arsenal,-0.428571429,0.80952381,1.19047619,1.80952381,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,-0.047619048,16,H
206,Chelsea,Aston Villa,0.47619047600000003,0.19047619,1.285714286,1.380952381,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.047619048,-1,H
207,Coventry,Man City,-0.761904762,-0.380952381,0.904761905,0.904761905,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0.095238095,-4,D
208,Derby,Everton,-0.571428571,-0.523809524,0.9523809520000001,1.047619048,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.28571428600000004,3,H
209,Leeds,Middlesbrough,-0.047619048,-0.333333333,1.2380952379999999,0.857142857,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,-0.28571428600000004,-9,D
210,Leicester,Bradford,0.045454545,-1.0,1.5909090909999999,0.681818182,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0.0,-9,A
211,Liverpool,Southampton,0.590909091,-0.22727272699999998,1.636363636,1.2272727270000001,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,-0.045454545,-11,H
212,Man United,West Ham,1.5,0.318181818,2.136363636,1.318181818,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0.181818182,-8,H
213,Sunderland,Ipswich,0.181818182,0.454545455,1.636363636,1.6818181819999998,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0.13636363599999998,-11,H
214,Tottenham,Newcastle,-0.272727273,-0.13636363599999998,1.181818182,1.4090909090000001,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,-0.13636363599999998,-1,H
215,Arsenal,Chelsea,0.772727273,0.5,1.772727273,1.363636364,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,-0.13636363599999998,-3,D
216,Aston Villa,Liverpool,0.045454545,0.590909091,1.318181818,1.636363636,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,-0.272727273,2,A
217,Bradford,Man United,-1.0,1.5,0.681818182,2.136363636,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,-0.181818182,16,A
218,Everton,Tottenham,-0.545454545,-0.272727273,1.0,1.181818182,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,-0.045454545,3,D
219,Man City,Leeds,-0.5,0.13636363599999998,0.8636363640000001,1.318181818,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,-0.13636363599999998,15,A
220,Middlesbrough,Derby,-0.304347826,-0.52173913,0.869565217,1.0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.043478261,-4,H
221,Newcastle,Coventry,-0.21739130399999998,-0.695652174,1.3478260869999998,0.913043478,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,-0.043478261,-3,H
222,Southampton,Charlton,-0.260869565,-0.21739130399999998,1.173913043,1.3478260869999998,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0.0,-3,D
223,West Ham,Sunderland,0.21739130399999998,0.304347826,1.260869565,1.6956521740000001,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,-0.17391304300000002,2,A
224,Ipswich,Leicester,0.304347826,-0.043478261,1.608695652,1.52173913,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.17391304300000002,10,H
225,Chelsea,Ipswich,0.47826087,0.304347826,1.3478260869999998,1.608695652,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0.043478261,-13,H
226,Coventry,Everton,-0.695652174,-0.52173913,0.913043478,1.0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0.17391304300000002,1,A
227,Derby,Man City,-0.52173913,-0.47826087,1.0,0.869565217,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0.086956522,-2,D
228,Leeds,Newcastle,0.043478261,-0.21739130399999998,1.260869565,1.3478260869999998,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0.0,-8,A
229,Leicester,Arsenal,-0.043478261,0.695652174,1.52173913,1.6956521740000001,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,-0.17391304300000002,6,D
230,Liverpool,Middlesbrough,0.666666667,-0.125,1.6666666669999999,0.958333333,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0.083333333,-8,D
231,Man United,Aston Villa,1.5833333330000001,-0.083333333,2.208333333,1.208333333,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.291666667,-5,H
232,Tottenham,Southampton,-0.166666667,-0.25,1.25,1.166666667,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0.0,-5,D
233,Sunderland,Bradford,0.375,-1.041666667,1.75,0.666666667,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0.125,-10,D
234,Charlton,West Ham,-0.208333333,0.208333333,1.333333333,1.25,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.25,9,D
235,Aston Villa,Leeds,-0.083333333,0.083333333,1.208333333,1.333333333,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,-0.25,3,A
236,Arsenal,Bradford,0.666666667,-1.041666667,1.6666666669999999,0.666666667,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,-0.083333333,-15,H
237,Charlton,Derby,-0.208333333,-0.666666667,1.333333333,0.958333333,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0.166666667,2,H
238,Chelsea,Newcastle,0.583333333,-0.125,1.4166666669999999,1.4166666669999999,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.125,-6,H
239,Everton,Middlesbrough,-0.41666666700000005,-0.125,1.083333333,0.958333333,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,-0.041666667000000004,1,D
240,Leeds,Coventry,0.12,-0.8,1.4,0.84,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.2,-11,H
241,Man City,Liverpool,-0.6,0.64,0.84,1.64,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,-0.12,14,D
242,Southampton,Leicester,-0.24,-0.08,1.16,1.44,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0.04,7,H
243,Sunderland,Man United,0.36,1.6,1.72,2.24,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,-0.08,6,A
244,West Ham,Tottenham,0.2,-0.16,1.24,1.24,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,-0.12,-1,D
245,Bradford,Aston Villa,-1.08,0.04,0.64,1.28,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,-0.08,11,A
246,Coventry,Arsenal,-0.8,0.64,0.84,1.64,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,-0.04,12,A
247,Derby,Sunderland,-0.64,0.36,0.96,1.72,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,-0.12,9,H
248,Ipswich,Leeds,0.24,0.12,1.6,1.4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,-0.12,15,A
249,Leicester,Chelsea,-0.08,0.64,1.44,1.48,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,-0.24,3,H
250,Liverpool,West Ham,0.7307692309999999,0.076923077,1.692307692,1.192307692,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0.115384615,-5,H
251,Man United,Everton,1.5769230769999998,-0.423076923,2.269230769,1.038461538,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0.192307692,-12,H
252,Middlesbrough,Man City,-0.115384615,-0.576923077,0.961538462,0.846153846,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0.115384615,-6,D
253,Tottenham,Charlton,-0.153846154,-0.153846154,1.230769231,1.384615385,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,-0.076923077,-8,D
254,Everton,Leeds,-0.423076923,0.153846154,1.038461538,1.4615384619999998,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.192307692,10,D
255,Arsenal,Ipswich,0.692307692,0.192307692,1.692307692,1.5384615380000002,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.076923077,-16,H
256,Aston Villa,Middlesbrough,0.038461537999999997,-0.115384615,1.269230769,0.961538462,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,-0.038461537999999997,-6,D
257,Chelsea,Man United,0.576923077,1.5769230769999998,1.4230769230000002,2.269230769,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,-0.115384615,4,D
258,Everton,Leicester,-0.423076923,-0.038461537999999997,1.038461538,1.5,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.0,5,H
259,Leeds,Derby,0.153846154,-0.653846154,1.4615384619999998,0.923076923,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0.307692308,-13,D
260,Man City,Tottenham,-0.5555555560000001,-0.148148148,0.851851852,1.222222222,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0,8,A
261,Southampton,Bradford,-0.111111111,-1.185185185,1.296296296,0.592592593,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.25925925899999996,-2,H
262,Sunderland,Liverpool,0.25925925899999996,0.703703704,1.5925925930000002,1.6666666669999999,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,-0.148148148,3,D
263,Charlton,Newcastle,-0.148148148,-0.185185185,1.37037037,1.37037037,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0.074074074,7,H
264,West Ham,Coventry,0.074074074,-0.814814815,1.185185185,0.7777777779999999,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.074074074,-5,D
265,Bradford,West Ham,-1.185185185,0.074074074,0.592592593,1.185185185,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,-0.074074074,8,A
266,Coventry,Charlton,-0.814814815,-0.148148148,0.7777777779999999,1.37037037,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,-0.185185185,-4,D
267,Derby,Aston Villa,-0.592592593,0.0,1.0,1.222222222,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0,10,H
268,Ipswich,Everton,0.148148148,-0.40740740700000005,1.4814814809999999,1.037037037,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,-0.074074074,5,H
269,Leicester,Sunderland,-0.074074074,0.25925925899999996,1.4444444440000002,1.5925925930000002,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.074074074,1,H
270,Middlesbrough,Southampton,-0.107142857,-0.071428571,0.9642857140000001,1.357142857,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,-0.214285714,-3,A
271,Newcastle,Man City,-0.214285714,-0.571428571,1.321428571,0.8214285709999999,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,-0.071428571,-7,A
272,Tottenham,Leeds,-0.107142857,0.14285714300000002,1.285714286,1.428571429,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.0,7,A
273,Man United,Arsenal,1.5,0.7142857140000001,2.25,1.785714286,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,-0.071428571,-1,H
274,Arsenal,West Ham,0.7142857140000001,0.107142857,1.785714286,1.25,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0.17857142899999998,-7,H
275,Coventry,Chelsea,-0.7857142859999999,0.535714286,0.7857142859999999,1.392857143,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,-0.035714286,9,D
276,Derby,Tottenham,-0.571428571,-0.107142857,1.0,1.285714286,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,-0.035714286,6,H
277,Everton,Newcastle,-0.35714285700000004,-0.214285714,1.107142857,1.321428571,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.14285714300000002,2,D
278,Leeds,Man United,0.14285714300000002,1.5,1.428571429,2.25,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,-0.071428571,2,D
279,Leicester,Liverpool,0.0,0.607142857,1.5,1.607142857,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0.071428571,4,H
280,Man City,Southampton,-0.517241379,-0.034482759,0.896551724,1.4137931030000002,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,-0.172413793,3,A
281,Middlesbrough,Charlton,-0.137931034,-0.068965517,0.931034483,1.4137931030000002,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,-0.10344827599999999,-6,D
282,Ipswich,Bradford,0.275862069,-1.2068965520000001,1.5862068969999998,0.551724138,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.20689655199999998,1,H
283,Sunderland,Aston Villa,0.172413793,0.034482759,1.5172413790000001,1.275862069,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,-0.10344827599999999,1,D
284,West Ham,Chelsea,0.0,0.5862068970000001,1.2068965520000001,1.4482758619999998,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,-0.034482759,4,A
285,Aston Villa,Ipswich,0.034482759,0.275862069,1.275862069,1.5862068969999998,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,-0.068965517,-12,H
286,Bradford,Man City,-1.2068965520000001,-0.517241379,0.551724138,0.896551724,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,-0.137931034,-1,D
287,Charlton,Leeds,-0.068965517,0.172413793,1.4137931030000002,1.4827586209999999,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0.0,15,A
288,Chelsea,Sunderland,0.5862068970000001,0.172413793,1.4482758619999998,1.5172413790000001,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.137931034,-2,A
289,Man United,Leicester,1.620689655,0.068965517,2.275862069,1.5517241380000002,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0.034482759,-7,H
290,Newcastle,Middlesbrough,-0.233333333,-0.133333333,1.266666667,0.933333333,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,-0.033333333,-1,A
291,Southampton,Everton,0.0,-0.4,1.466666667,1.066666667,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0.166666667,2,H
292,Tottenham,Coventry,-0.166666667,-0.7333333329999999,1.2,0.8,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0.0,-4,H
293,West Ham,Ipswich,-0.066666667,0.233333333,1.166666667,1.533333333,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.1,-9,A
294,Aston Villa,Arsenal,0.033333333,0.6,1.266666667,1.766666667,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,-0.033333333,4,D
295,Liverpool,Derby,0.6333333329999999,-0.46666666700000003,1.6333333330000002,1.133333333,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,-0.1,-12,D
296,Arsenal,Tottenham,0.6,-0.166666667,1.766666667,1.2,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0.1,-8,H
297,Bradford,Newcastle,-1.166666667,-0.233333333,0.566666667,1.266666667,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0.0,6,D
298,Chelsea,Middlesbrough,0.5,-0.133333333,1.4,0.933333333,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0.066666667,-7,H
299,Coventry,Derby,-0.7333333329999999,-0.46666666700000003,0.8,1.133333333,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,-0.133333333,-2,H
300,Liverpool,Man United,0.612903226,1.5806451609999999,1.612903226,2.258064516,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,-0.064516129,3,H
301,Man City,Aston Villa,-0.516129032,0.09677419400000001,0.870967742,1.322580645,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,-0.09677419400000001,12,A
302,Sunderland,Leeds,0.225806452,0.193548387,1.548387097,1.5161290319999998,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,-0.09677419400000001,4,A
303,West Ham,Everton,-0.09677419400000001,-0.419354839,1.129032258,1.032258065,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,-0.032258065,-4,A
304,Charlton,Leicester,-0.09677419400000001,-0.064516129,1.35483871,1.451612903,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,-0.032258065,10,H
305,Southampton,Ipswich,-0.09677419400000001,0.258064516,1.4193548390000001,1.5806451609999999,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0.0,-3,A
306,Aston Villa,Leicester,0.09677419400000001,-0.064516129,1.322580645,1.451612903,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.129032258,-2,H
307,Aston Villa,West Ham,0.09677419400000001,-0.09677419400000001,1.322580645,1.129032258,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.225806452,-3,D
308,Derby,Chelsea,-0.45161290299999995,0.516129032,1.129032258,1.451612903,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0.032258065,11,A
309,Leeds,Southampton,0.193548387,-0.09677419400000001,1.5161290319999998,1.4193548390000001,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.032258065,-12,H
310,Leicester,Coventry,-0.09375,-0.71875,1.40625,0.84375,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,-0.125,-6,A
311,Everton,Man City,-0.34375,-0.5625,1.09375,0.84375,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0.09375,-5,H
312,Middlesbrough,Sunderland,-0.125,0.15625,0.96875,1.5,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0.0,5,D
313,Ipswich,Liverpool,0.34375,0.5625,1.625,1.5625,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.0625,14,D
314,Man United,Charlton,1.46875,-0.03125,2.1875,1.40625,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0.0,-17,H
315,Tottenham,Bradford,-0.125,-1.125,1.21875,0.5625,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.03125,-7,H
316,Man City,Arsenal,-0.5625,0.625,0.84375,1.78125,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,-0.1875,16,A
317,Bradford,Charlton,-1.125,-0.03125,0.5625,1.40625,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-0.0625,-1,H
318,Liverpool,Leeds,0.5625,0.25,1.5625,1.5625,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,-0.09375,1,A
319,Arsenal,Middlesbrough,0.625,-0.125,1.78125,0.96875,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0.09375,-10,A
320,Aston Villa,Everton,0.12121212099999999,-0.272727273,1.363636364,1.151515152,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0.03030303,-7,H
321,Chelsea,Southampton,0.636363636,-0.181818182,1.545454545,1.333333333,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0.272727273,-10,H
322,Ipswich,Newcastle,0.333333333,-0.212121212,1.606060606,1.2727272729999999,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0.090909091,7,H
323,Leicester,Man City,-0.151515152,-0.606060606,1.363636364,0.818181818,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,-0.03030303,-10,A
324,Man United,Coventry,1.454545455,-0.636363636,2.212121212,0.9090909090000001,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0.0,-13,H
325,Sunderland,Tottenham,0.151515152,-0.090909091,1.484848485,1.2727272729999999,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,-0.060606060999999996,-3,A
326,West Ham,Derby,-0.151515152,-0.606060606,1.0909090909999999,1.0606060609999999,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.0,-7,H
327,Coventry,Sunderland,-0.636363636,0.151515152,0.9090909090000001,1.484848485,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0.060606060999999996,7,H
328,Derby,Leicester,-0.606060606,-0.151515152,1.0606060609999999,1.363636364,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.03030303,8,H
329,Everton,Liverpool,-0.272727273,0.575757576,1.151515152,1.606060606,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0.060606060999999996,9,A
330,Middlesbrough,Ipswich,-0.029411765,0.352941176,1.029411765,1.6470588240000001,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,-0.088235294,-6,A
331,Newcastle,West Ham,-0.20588235300000002,-0.088235294,1.2647058820000001,1.1470588240000001,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0.0,2,H
332,Charlton,Aston Villa,-0.117647059,0.147058824,1.323529412,1.411764706,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,-0.117647059,12,D
333,Tottenham,Chelsea,-0.058823529000000006,0.705882353,1.323529412,1.588235294,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,-0.088235294,5,A
334,Arsenal,Everton,0.6176470589999999,-0.294117647,1.764705882,1.117647059,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.0,-11,H
335,Aston Villa,Southampton,0.147058824,-0.176470588,1.411764706,1.323529412,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0.176470588,-9,D
336,Bradford,Derby,-0.9411764709999999,-0.647058824,0.705882353,1.029411765,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.176470588,1,H
337,Chelsea,Charlton,0.705882353,-0.117647059,1.588235294,1.323529412,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0.176470588,-13,A
338,Ipswich,Coventry,0.352941176,-0.6764705879999999,1.6470588240000001,0.882352941,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.029411765,4,H
339,Leicester,Middlesbrough,-0.176470588,-0.029411765,1.323529412,1.029411765,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,-0.117647059,-4,A
340,Man United,Man City,1.428571429,-0.6571428570000001,2.2,0.857142857,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0.11428571400000001,-17,D
341,Sunderland,Newcastle,0.085714286,-0.171428571,1.4,1.3142857140000002,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,-0.171428571,-4,D
342,West Ham,Leeds,-0.11428571400000001,0.37142857100000004,1.114285714,1.6857142859999998,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,-0.14285714300000002,6,A
343,Liverpool,Tottenham,0.6571428570000001,-0.14285714300000002,1.6857142859999998,1.285714286,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.085714286,-6,H
344,Coventry,Liverpool,-0.628571429,0.6571428570000001,0.942857143,1.6857142859999998,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.085714286,10,A
345,Derby,Arsenal,-0.571428571,0.685714286,1.085714286,1.8,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,-0.085714286,14,A
346,Everton,Bradford,-0.314285714,-0.942857143,1.085714286,0.685714286,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.085714286,-4,H
347,Leeds,Chelsea,0.37142857100000004,0.6571428570000001,1.6857142859999998,1.5428571430000002,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.085714286,-2,H
348,Man City,West Ham,-0.6571428570000001,-0.11428571400000001,0.857142857,1.114285714,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,-0.028571429,9,H
349,Middlesbrough,Man United,-0.057142857000000005,1.428571429,1.0,2.2,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,-0.085714286,11,A
350,Newcastle,Leicester,-0.166666667,-0.305555556,1.3055555559999998,1.25,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.13888888900000002,3,H
351,Southampton,Sunderland,-0.194444444,0.083333333,1.277777778,1.388888889,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0.027777778,8,A
352,Tottenham,Aston Villa,-0.194444444,0.13888888900000002,1.25,1.388888889,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,-0.055555556,4,D
353,Charlton,Ipswich,-0.083333333,0.41666666700000005,1.361111111,1.7222222219999999,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,-0.13888888900000002,0,H
354,Bradford,Liverpool,-0.9722222220000001,0.694444444,0.666666667,1.7222222219999999,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.166666667,13,A
355,Newcastle,Southampton,-0.166666667,-0.194444444,1.3055555559999998,1.277777778,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0.083333333,-4,D
356,Arsenal,Leeds,0.694444444,0.41666666700000005,1.8333333330000001,1.7222222219999999,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,-0.083333333,-1,H
