,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AHTGS,AATGS,AHTGC,AATGC,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HomeTeamLP,AwayTeamLP,MW,DiffLP,HTGD,ATGD,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,DiffFormPts
166,West Ham,Aston Villa,1,1,D,22,19,17,14,1.411764706,1.470588235,W,W,W,D,D,D,9,6,17,3,0.294117647,0.294117647,WWW,DDD,9,3,0.352941176
167,Coventry,Leicester,1,0,H,15,17,32,12,0.705882353,1.705882353,L,D,L,W,L,W,14,8,17,6,-1,0.294117647,LDL,WLW,1,6,-0.294117647
168,Liverpool,Ipswich,0,1,A,32,23,23,17,1.588235294,1.588235294,W,L,L,L,W,W,4,18,17,-14,0.529411765,0.352941176,WLL,LWW,3,6,-0.176470588
169,Aston Villa,Man City,2,2,D,19,18,14,30,1.470588235,0.823529412,D,D,D,L,L,L,6,18,17,-12,0.294117647,-0.705882353,DDD,LLL,3,0,0.176470588
170,Derby,Coventry,1,0,H,20,16,35,32,0.722222222,0.833333333,L,W,L,W,L,D,16,14,18,2,-0.833333333,-0.888888889,LWL,WLD,3,4,-0.055555556
171,Everton,West Ham,1,1,D,19,23,28,18,1.166666667,1.388888889,L,L,W,D,W,W,13,9,18,4,-0.5,0.277777778,LLW,DWW,3,7,-0.222222222
172,Ipswich,Southampton,3,1,H,24,22,17,28,1.666666667,1.111111111,W,L,W,W,L,L,18,15,18,3,0.388888889,-0.333333333,WLW,WLL,6,3,0.166666667
173,Leeds,Sunderland,2,0,H,24,18,23,16,1.388888889,1.611111111,W,L,L,W,W,W,3,7,18,-4,0.055555556,0.111111111,WLL,WWW,3,9,-0.333333333
174,Leicester,Charlton,3,1,H,17,24,13,27,1.611111111,1.222222222,L,W,L,D,L,L,8,18,18,-10,0.222222222,-0.166666667,LWL,DLL,3,1,0.111111111
175,Middlesbrough,Chelsea,1,0,H,19,32,28,24,0.611111111,1.277777778,L,L,D,W,W,L,12,5,18,7,-0.5,0.444444444,LLD,WWL,1,6,-0.277777778
176,Newcastle,Bradford,2,1,H,18,12,21,28,1.333333333,0.666666667,L,D,W,D,W,D,11,17,18,-6,-0.166666667,-0.888888889,LDW,DWD,4,5,-0.055555556
177,Man United,Liverpool,0,1,A,44,32,13,24,2.222222222,1.5,D,W,W,L,W,L,1,4,18,-3,1.722222222,0.444444444,DWW,LWL,7,3,0.222222222
178,Tottenham,Arsenal,1,1,D,25,29,26,13,1.333333333,1.888888889,D,L,W,W,W,L,10,2,18,8,-0.055555556,0.888888889,DLW,WWL,4,6,-0.111111111
179,Coventry,Southampton,1,1,D,16,22,32,28,0.833333333,1.111111111,W,L,D,W,L,L,14,15,18,-1,-0.888888889,-0.333333333,WLD,WLL,4,3,0.055555556
180,Charlton,Everton,1,0,H,25,20,30,29,1.157894737,1.157894737,L,D,L,D,L,L,18,13,19,5,-0.263157895,-0.473684211,LDL,DLL,1,1,0
181,Chelsea,Bradford,3,0,H,32,13,25,30,1.210526316,0.631578947,L,W,W,L,D,W,5,17,19,-12,0.368421053,-0.894736842,LWW,LDW,6,4,0.105263158
182,Derby,Newcastle,2,0,H,21,20,35,22,0.842105263,1.421052632,W,L,W,W,L,D,16,11,19,5,-0.736842105,-0.105263158,WLW,WLD,6,4,0.105263158
183,Leeds,Aston Villa,1,2,A,25,23,25,17,1.315789474,1.526315789,L,W,L,W,D,D,3,6,19,-3,0,0.315789474,LWL,WDD,3,5,-0.105263158
184,Leicester,West Ham,2,1,H,20,24,14,19,1.684210526,1.368421053,W,L,W,D,D,W,8,9,19,-1,0.315789474,0.263157895,WLW,DDW,6,5,0.052631579
185,Liverpool,Arsenal,4,0,H,33,30,24,14,1.578947368,1.842105263,W,L,W,D,W,W,4,2,19,2,0.473684211,0.842105263,WLW,DWW,6,7,-0.052631579
186,Man United,Ipswich,2,0,H,44,27,14,18,2.105263158,1.736842105,L,D,W,W,W,L,1,18,19,-17,1.578947368,0.473684211,LDW,WWL,4,6,-0.105263158
187,Sunderland,Man City,1,0,H,18,25,18,32,1.526315789,0.947368421,L,W,W,D,W,L,7,18,19,-11,0,-0.368421053,LWW,DWL,6,4,0.105263158
188,Tottenham,Middlesbrough,0,0,D,26,20,27,28,1.315789474,0.736842105,D,D,L,W,L,L,10,12,19,-2,-0.052631579,-0.421052632,DDL,WLL,2,3,-0.052631579
189,Arsenal,Leicester,6,1,H,30,20,14,14,1.842105263,1.684210526,D,W,W,W,L,W,2,8,19,-6,0.842105263,0.315789474,DWW,WLW,7,6,0.052631579
190,Aston Villa,Man United,0,1,A,23,46,18,14,1.45,2.15,L,W,D,W,L,D,6,1,20,5,0.25,1.6,LWD,WLD,4,4,0
191,Bradford,Sunderland,1,4,A,13,19,33,18,0.6,1.6,L,L,D,W,L,W,17,7,20,10,-1,0.05,LLD,WLW,1,6,-0.25
192,Everton,Coventry,1,2,A,20,17,30,34,1.1,0.8,L,D,L,D,L,W,13,14,20,-1,-0.5,-0.85,LDL,DLW,1,4,-0.15
193,Ipswich,Chelsea,2,2,D,27,35,20,25,1.65,1.3,L,W,W,W,L,W,18,5,20,13,0.35,0.5,LWW,WLW,6,6,0
194,Man City,Derby,0,0,D,25,23,33,35,0.9,0.95,L,D,W,W,W,L,18,16,20,2,-0.4,-0.6,LDW,WWL,4,6,-0.1
195,Middlesbrough,Liverpool,1,0,H,20,37,28,24,0.75,1.65,D,W,L,W,W,L,12,4,20,8,-0.4,0.65,DWL,WWL,4,6,-0.1
196,Newcastle,Leeds,2,1,H,20,26,24,27,1.35,1.25,L,W,L,L,L,W,11,3,20,8,-0.2,-0.05,LWL,LLW,3,3,0
197,West Ham,Charlton,5,0,H,25,26,21,30,1.3,1.25,L,D,D,W,L,D,9,18,20,-9,0.2,-0.2,LDD,WLD,2,4,-0.1
198,Southampton,Tottenham,2,0,H,24,26,32,27,1.05,1.3,D,L,W,D,D,D,15,10,20,5,-0.4,-0.05,DLW,DDD,4,3,0.05
199,Arsenal,Sunderland,2,2,D,30,19,18,18,1.75,1.6,L,D,W,W,L,W,2,7,20,-5,0.6,0.05,LDW,WLW,4,6,-0.1
200,Ipswich,Tottenham,3,0,H,29,26,22,29,1.619047619,1.238095238,D,L,W,L,D,D,18,10,21,8,0.333333333,-0.142857143,DLW,LDD,4,2,0.095238095
201,Man City,Charlton,1,4,A,25,26,33,35,0.904761905,1.19047619,D,L,D,L,W,L,18,18,21,0,-0.380952381,-0.428571429,DLD,LWL,2,3,-0.047619048
202,Middlesbrough,Coventry,1,1,D,21,19,28,35,0.857142857,0.904761905,W,D,W,W,D,L,12,14,21,-2,-0.333333333,-0.761904762,WDW,WDL,7,4,0.142857143
203,Newcastle,Man United,1,1,D,22,47,25,14,1.428571429,2.19047619,W,L,W,W,W,L,11,1,21,10,-0.142857143,1.571428571,WLW,WWL,6,6,0
204,Southampton,Derby,1,0,H,26,23,32,35,1.142857143,0.952380952,W,D,L,D,W,W,15,16,21,-1,-0.285714286,-0.571428571,WDL,DWW,4,7,-0.142857143
205,Charlton,Arsenal,1,0,H,26,36,35,19,1.19047619,1.80952381,L,W,L,W,L,D,18,2,21,16,-0.428571429,0.80952381,LWL,WLD,3,4,-0.047619048
206,Chelsea,Aston Villa,1,0,H,37,23,27,19,1.285714286,1.380952381,D,W,L,L,L,W,5,6,21,-1,0.476190476,0.19047619,DWL,LLW,4,3,0.047619048
207,Coventry,Man City,1,1,D,19,25,35,33,0.904761905,0.904761905,W,D,L,D,L,D,14,18,21,-4,-0.761904762,-0.380952381,WDL,DLD,4,2,0.095238095
208,Derby,Everton,1,0,H,23,21,35,32,0.952380952,1.047619048,D,W,W,L,L,D,16,13,21,3,-0.571428571,-0.523809524,DWW,LLD,7,1,0.285714286
209,Leeds,Middlesbrough,1,1,D,27,21,28,28,1.238095238,0.857142857,D,L,L,W,D,W,3,12,21,-9,-0.047619048,-0.333333333,DLL,WDW,1,7,-0.285714286
210,Leicester,Bradford,1,2,A,24,16,23,38,1.590909091,0.681818182,L,L,W,W,L,L,8,17,22,-9,0.045454545,-1,LLW,WLL,3,3,0
211,Liverpool,Southampton,2,1,H,39,27,26,32,1.636363636,1.227272727,W,L,W,W,W,D,4,15,22,-11,0.590909091,-0.227272727,WLW,WWD,6,7,-0.045454545
212,Man United,West Ham,3,1,H,48,31,15,24,2.136363636,1.318181818,D,W,W,L,W,L,1,9,22,-8,1.5,0.318181818,DWW,LWL,7,3,0.181818182
213,Sunderland,Ipswich,4,1,H,25,32,21,22,1.636363636,1.681818182,D,W,W,W,D,L,7,18,22,-11,0.181818182,0.454545455,DWW,WDL,7,4,0.136363636
214,Tottenham,Newcastle,4,2,H,26,23,32,26,1.181818182,1.409090909,L,L,D,D,W,L,10,11,22,-1,-0.272727273,-0.136363636,LLD,DWL,1,4,-0.136363636
215,Arsenal,Chelsea,1,1,D,38,38,21,27,1.772727273,1.363636364,D,W,L,W,D,W,2,5,22,-3,0.772727273,0.5,DWL,WDW,4,7,-0.136363636
216,Aston Villa,Liverpool,0,3,A,23,39,22,26,1.318181818,1.636363636,L,L,L,W,L,W,6,4,22,2,0.045454545,0.590909091,LLL,WLW,0,6,-0.272727273
217,Bradford,Man United,0,3,A,16,48,38,15,0.681818182,2.136363636,W,L,L,D,W,W,17,1,22,16,-1,1.5,WLL,DWW,3,7,-0.181818182
218,Everton,Tottenham,0,0,D,21,26,33,32,1,1.181818182,L,L,L,L,L,D,13,10,22,3,-0.545454545,-0.272727273,LLL,LLD,0,1,-0.045454545
219,Man City,Leeds,0,4,A,26,31,37,28,0.863636364,1.318181818,L,D,L,W,D,L,18,3,22,15,-0.5,0.136363636,LDL,WDL,1,4,-0.136363636
220,Middlesbrough,Derby,4,0,H,23,24,30,36,0.869565217,1,D,D,W,W,L,D,12,16,23,-4,-0.304347826,-0.52173913,DDW,WLD,5,4,0.043478261
221,Newcastle,Coventry,3,1,H,25,21,30,37,1.347826087,0.913043478,L,D,W,D,D,W,11,14,23,-3,-0.217391304,-0.695652174,LDW,DDW,4,5,-0.043478261
222,Southampton,Charlton,0,0,D,28,31,34,36,1.173913043,1.347826087,L,W,W,W,W,L,15,18,23,-3,-0.260869565,-0.217391304,LWW,WWL,6,6,0
223,West Ham,Sunderland,0,2,A,31,29,26,22,1.260869565,1.695652174,L,L,W,W,D,W,9,7,23,2,0.217391304,0.304347826,LLW,WDW,3,7,-0.173913043
224,Ipswich,Leicester,2,0,H,33,24,26,25,1.608695652,1.52173913,L,W,D,L,L,L,18,8,23,10,0.304347826,-0.043478261,LWD,LLL,4,0,0.173913043
225,Chelsea,Ipswich,4,1,H,39,33,28,26,1.347826087,1.608695652,D,W,D,L,W,D,5,18,23,-13,0.47826087,0.304347826,DWD,LWD,5,4,0.043478261
226,Coventry,Everton,1,3,A,21,21,37,33,0.913043478,1,D,D,W,D,L,L,14,13,23,1,-0.695652174,-0.52173913,DDW,DLL,5,1,0.173913043
227,Derby,Man City,1,1,D,24,27,36,38,1,0.869565217,W,L,D,D,L,D,16,18,23,-2,-0.52173913,-0.47826087,WLD,DLD,4,2,0.086956522
228,Leeds,Newcastle,1,3,A,32,25,31,30,1.260869565,1.347826087,L,W,D,L,D,W,3,11,23,-8,0.043478261,-0.217391304,LWD,LDW,4,4,0
229,Leicester,Arsenal,0,0,D,24,38,25,22,1.52173913,1.695652174,L,L,L,L,D,W,8,2,23,6,-0.043478261,0.695652174,LLL,LDW,0,4,-0.173913043
230,Liverpool,Middlesbrough,0,0,D,42,27,26,30,1.666666667,0.958333333,D,W,W,W,D,D,4,12,24,-8,0.666666667,-0.125,DWW,WDD,7,5,0.083333333
231,Man United,Aston Villa,2,0,H,54,24,16,26,2.208333333,1.208333333,W,W,D,L,L,L,1,6,24,-5,1.583333333,-0.083333333,WWD,LLL,7,0,0.291666667
232,Tottenham,Southampton,0,0,D,30,28,34,34,1.25,1.166666667,D,W,L,D,L,W,10,15,24,-5,-0.166666667,-0.25,DWL,DLW,4,4,0
233,Sunderland,Bradford,0,0,D,31,16,22,41,1.75,0.666666667,W,W,D,D,L,W,7,17,24,-10,0.375,-1.041666667,WWD,DLW,7,4,0.125
234,Charlton,West Ham,1,1,D,31,32,36,27,1.333333333,1.25,D,W,W,D,L,L,18,9,24,9,-0.208333333,0.208333333,DWW,DLL,7,1,0.25
235,Aston Villa,Leeds,1,2,A,24,34,26,32,1.208333333,1.333333333,L,L,L,W,L,W,6,3,24,3,-0.083333333,0.083333333,LLL,WLW,0,6,-0.25
236,Arsenal,Bradford,2,0,H,39,16,23,41,1.666666667,0.666666667,D,L,D,D,L,W,2,17,24,-15,0.666666667,-1.041666667,DLD,DLW,2,4,-0.083333333
237,Charlton,Derby,2,1,H,31,24,36,40,1.333333333,0.958333333,D,W,W,L,W,L,18,16,24,2,-0.208333333,-0.666666667,DWW,LWL,7,3,0.166666667
238,Chelsea,Newcastle,3,1,H,43,28,29,31,1.416666667,1.416666667,W,D,W,W,L,D,5,11,24,-6,0.583333333,-0.125,WDW,WLD,7,4,0.125
239,Everton,Middlesbrough,2,2,D,24,27,34,30,1.083333333,0.958333333,W,D,L,W,D,D,13,12,24,1,-0.416666667,-0.125,WDL,WDD,4,5,-0.041666667
240,Leeds,Coventry,1,0,H,35,23,32,43,1.4,0.84,W,W,L,L,L,D,3,14,25,-11,0.12,-0.8,WWL,LLD,6,1,0.2
241,Man City,Liverpool,1,1,D,28,43,43,27,0.84,1.64,D,L,D,D,D,W,18,4,25,14,-0.6,0.64,DLD,DDW,2,5,-0.12
242,Southampton,Leicester,1,0,H,28,24,34,26,1.16,1.44,D,D,L,L,D,L,15,8,25,7,-0.24,-0.08,DDL,LDL,2,1,0.04
243,Sunderland,Man United,0,1,A,31,56,22,16,1.72,2.24,D,W,W,W,W,W,7,1,25,6,0.36,1.6,DWW,WWW,7,9,-0.08
244,West Ham,Tottenham,0,0,D,32,30,27,34,1.24,1.24,D,D,L,D,D,W,9,10,25,-1,0.2,-0.16,DDL,DDW,2,5,-0.12
245,Bradford,Aston Villa,0,3,A,16,27,43,26,0.64,1.28,L,D,L,W,L,L,17,6,25,11,-1.08,0.04,LDL,WLL,1,3,-0.08
246,Coventry,Arsenal,0,1,A,23,39,43,23,0.84,1.64,L,L,D,D,D,L,14,2,25,12,-0.8,0.64,LLD,DDL,1,2,-0.04
247,Derby,Sunderland,1,0,H,25,31,41,22,0.96,1.72,D,L,W,D,W,W,16,7,25,9,-0.64,0.36,DLW,DWW,4,7,-0.12
248,Ipswich,Leeds,1,2,A,36,35,30,32,1.6,1.4,L,W,L,W,W,L,18,3,25,15,0.24,0.12,LWL,WWL,3,6,-0.12
249,Leicester,Chelsea,2,1,H,24,46,26,30,1.44,1.48,L,D,L,W,W,D,8,5,25,3,-0.08,0.64,LDL,WWD,1,7,-0.24
250,Liverpool,West Ham,3,0,H,46,32,27,30,1.692307692,1.192307692,W,D,D,L,D,D,4,9,26,-5,0.730769231,0.076923077,WDD,LDD,5,2,0.115384615
251,Man United,Everton,1,0,H,57,26,16,37,2.269230769,1.038461538,W,W,W,L,D,W,1,13,26,-12,1.576923077,-0.423076923,WWW,LDW,9,4,0.192307692
252,Middlesbrough,Man City,1,1,D,29,29,32,44,0.961538462,0.846153846,D,D,W,D,D,L,12,18,26,-6,-0.115384615,-0.576923077,DDW,DDL,5,2,0.115384615
253,Tottenham,Charlton,0,0,D,30,34,34,38,1.230769231,1.384615385,D,D,D,W,D,D,10,18,26,-8,-0.153846154,-0.153846154,DDD,WDD,3,5,-0.076923077
254,Everton,Leeds,2,2,D,26,37,37,33,1.038461538,1.461538462,L,D,W,W,W,W,13,3,26,10,-0.423076923,0.153846154,LDW,WWW,4,9,-0.192307692
255,Arsenal,Ipswich,1,0,H,41,37,23,32,1.692307692,1.538461538,W,D,D,L,L,W,2,18,26,-16,0.692307692,0.192307692,WDD,LLW,5,3,0.076923077
256,Aston Villa,Middlesbrough,1,1,D,28,29,27,32,1.269230769,0.961538462,D,W,L,D,D,W,6,12,26,-6,0.038461538,-0.115384615,DWL,DDW,4,5,-0.038461538
257,Chelsea,Man United,1,1,D,47,57,32,16,1.423076923,2.269230769,L,W,W,W,W,W,5,1,26,4,0.576923077,1.576923077,LWW,WWW,6,9,-0.115384615
258,Everton,Leicester,2,1,H,26,26,37,27,1.038461538,1.5,L,D,W,W,L,D,13,8,26,5,-0.423076923,-0.038461538,LDW,WLD,4,4,0
259,Leeds,Derby,0,0,D,37,26,33,43,1.461538462,0.923076923,W,W,W,L,D,L,3,16,26,-13,0.153846154,-0.653846154,WWW,LDL,9,1,0.307692308
260,Man City,Tottenham,0,1,A,30,30,45,34,0.851851852,1.222222222,D,D,D,D,D,D,18,10,27,8,-0.555555556,-0.148148148,DDD,DDD,3,3,0
261,Southampton,Bradford,2,0,H,31,16,34,48,1.296296296,0.592592593,W,W,D,L,L,L,15,17,27,-2,-0.111111111,-1.185185185,WWD,LLL,7,0,0.259259259
262,Sunderland,Liverpool,1,1,D,31,47,24,28,1.592592593,1.666666667,L,L,D,D,W,D,7,4,27,3,0.259259259,0.703703704,LLD,DWD,1,5,-0.148148148
263,Charlton,Newcastle,2,0,H,34,32,38,37,1.37037037,1.37037037,D,W,D,L,L,W,18,11,27,7,-0.148148148,-0.185185185,DWD,LLW,5,3,0.074074074
264,West Ham,Coventry,1,1,D,33,23,31,45,1.185185185,0.777777778,D,L,D,L,L,L,9,14,27,-5,0.074074074,-0.814814815,DLD,LLL,2,0,0.074074074
265,Bradford,West Ham,1,2,A,16,33,48,31,0.592592593,1.185185185,L,L,L,D,L,D,17,9,27,8,-1.185185185,0.074074074,LLL,DLD,0,2,-0.074074074
266,Coventry,Charlton,2,2,D,23,34,45,38,0.777777778,1.37037037,L,L,L,D,W,D,14,18,27,-4,-0.814814815,-0.148148148,LLL,DWD,0,5,-0.185185185
267,Derby,Aston Villa,1,0,H,27,28,43,28,1,1.222222222,W,L,D,L,D,W,16,6,27,10,-0.592592593,0,WLD,LDW,4,4,0
268,Ipswich,Everton,2,0,H,37,28,33,39,1.481481481,1.037037037,L,L,L,D,L,D,18,13,27,5,0.148148148,-0.407407407,LLL,DLD,0,2,-0.074074074
269,Leicester,Sunderland,2,0,H,27,31,29,24,1.444444444,1.592592593,L,W,L,L,L,D,8,7,27,1,-0.074074074,0.259259259,LWL,LLD,3,1,0.074074074
270,Middlesbrough,Southampton,0,1,A,31,32,34,34,0.964285714,1.357142857,D,D,D,W,W,W,12,15,28,-3,-0.107142857,-0.071428571,DDD,WWW,3,9,-0.214285714
271,Newcastle,Man City,0,1,A,32,30,38,46,1.321428571,0.821428571,L,L,L,L,D,D,11,18,28,-7,-0.214285714,-0.571428571,LLL,LDD,0,2,-0.071428571
272,Tottenham,Leeds,1,2,A,31,39,34,35,1.285714286,1.428571429,W,D,D,D,D,W,10,3,28,7,-0.107142857,0.142857143,WDD,DDW,5,5,0
273,Man United,Arsenal,6,1,H,59,43,17,23,2.25,1.785714286,D,W,W,W,W,W,1,2,28,-1,1.5,0.714285714,DWW,WWW,7,9,-0.071428571
274,Arsenal,West Ham,3,0,H,43,35,23,32,1.785714286,1.25,W,W,W,W,D,L,2,9,28,-7,0.714285714,0.107142857,WWW,WDL,9,4,0.178571429
275,Coventry,Chelsea,0,0,D,24,48,46,33,0.785714286,1.392857143,D,L,L,D,D,L,14,5,28,9,-0.785714286,0.535714286,DLL,DDL,1,2,-0.035714286
276,Derby,Tottenham,2,1,H,27,31,43,34,1,1.285714286,D,W,L,W,D,D,16,10,28,6,-0.571428571,-0.107142857,DWL,WDD,4,5,-0.035714286
277,Everton,Newcastle,1,1,D,30,32,40,38,1.107142857,1.321428571,W,D,L,L,L,L,13,11,28,2,-0.357142857,-0.214285714,WDL,LLL,4,0,0.142857143
278,Leeds,Man United,1,1,D,39,59,35,17,1.428571429,2.25,D,D,W,D,W,W,3,1,28,2,0.142857143,1.5,DDW,DWW,5,7,-0.071428571
279,Leicester,Liverpool,2,0,H,29,47,29,30,1.5,1.607142857,W,L,W,L,D,W,8,4,28,4,0,0.607142857,WLW,LDW,6,4,0.071428571
280,Man City,Southampton,0,1,A,31,33,46,34,0.896551724,1.413793103,W,L,D,W,W,W,18,15,29,3,-0.517241379,-0.034482759,WLD,WWW,4,9,-0.172413793
281,Middlesbrough,Charlton,0,0,D,31,38,35,40,0.931034483,1.413793103,L,D,D,D,W,D,12,18,29,-6,-0.137931034,-0.068965517,LDD,DWD,2,5,-0.103448276
282,Ipswich,Bradford,3,1,H,42,18,34,53,1.586206897,0.551724138,W,W,L,L,L,L,18,17,29,1,0.275862069,-1.206896552,WWL,LLL,6,0,0.206896552
283,Sunderland,Aston Villa,1,1,D,32,31,27,30,1.517241379,1.275862069,L,D,L,W,D,L,7,6,29,1,0.172413793,0.034482759,LDL,WDL,1,4,-0.103448276
284,West Ham,Chelsea,0,2,A,35,50,35,33,1.206896552,1.448275862,L,W,D,W,D,D,9,5,29,4,0,0.586206897,LWD,WDD,4,5,-0.034482759
285,Aston Villa,Ipswich,2,1,H,31,42,30,34,1.275862069,1.586206897,W,D,L,W,W,L,6,18,29,-12,0.034482759,0.275862069,WDL,WWL,4,6,-0.068965517
286,Bradford,Man City,2,2,D,18,31,53,46,0.551724138,0.896551724,L,L,L,W,L,D,17,18,29,-1,-1.206896552,-0.517241379,LLL,WLD,0,4,-0.137931034
287,Charlton,Leeds,1,2,A,38,41,40,36,1.413793103,1.482758621,D,W,D,W,D,D,18,3,29,15,-0.068965517,0.172413793,DWD,WDD,5,5,0
288,Chelsea,Sunderland,2,4,A,50,32,33,27,1.448275862,1.517241379,W,D,D,L,D,L,5,7,29,-2,0.586206897,0.172413793,WDD,LDL,5,1,0.137931034
289,Man United,Leicester,2,0,H,65,31,18,29,2.275862069,1.551724138,W,D,W,W,W,L,1,8,29,-7,1.620689655,0.068965517,WDW,WWL,7,6,0.034482759
290,Newcastle,Middlesbrough,1,2,A,34,31,41,35,1.266666667,0.933333333,L,D,L,D,L,D,11,12,30,-1,-0.233333333,-0.133333333,LDL,DLD,1,2,-0.033333333
291,Southampton,Everton,1,0,H,34,31,34,43,1.466666667,1.066666667,W,W,W,D,L,W,15,13,30,2,0,-0.4,WWW,DLW,9,4,0.166666667
292,Tottenham,Coventry,3,0,H,33,26,38,48,1.2,0.8,L,L,W,D,D,D,10,14,30,-4,-0.166666667,-0.733333333,LLW,DDD,3,3,0
293,West Ham,Ipswich,0,1,A,35,43,37,36,1.166666667,1.533333333,L,L,W,L,W,W,9,18,30,-9,-0.066666667,0.233333333,LLW,LWW,3,6,-0.1
294,Aston Villa,Arsenal,0,0,D,31,47,30,29,1.266666667,1.766666667,D,W,D,W,L,W,6,2,30,4,0.033333333,0.6,DWD,WLW,5,6,-0.033333333
295,Liverpool,Derby,1,1,D,50,30,31,44,1.633333333,1.133333333,W,D,L,W,W,D,4,16,30,-12,0.633333333,-0.466666667,WDL,WWD,4,7,-0.1
296,Arsenal,Tottenham,2,0,H,47,33,29,38,1.766666667,1.2,W,L,W,L,L,W,2,10,30,-8,0.6,-0.166666667,WLW,LLW,6,3,0.1
297,Bradford,Newcastle,2,2,D,20,34,55,41,0.566666667,1.266666667,D,L,L,L,D,L,17,11,30,6,-1.166666667,-0.233333333,DLL,LDL,1,1,0
298,Chelsea,Middlesbrough,2,1,H,52,31,37,35,1.4,0.933333333,L,W,D,D,L,D,5,12,30,-7,0.5,-0.133333333,LWD,DLD,4,2,0.066666667
299,Coventry,Derby,2,0,H,26,30,48,44,0.8,1.133333333,D,D,D,W,W,D,14,16,30,-2,-0.733333333,-0.466666667,DDD,WWD,3,7,-0.133333333
300,Liverpool,Man United,2,0,H,51,68,32,19,1.612903226,2.258064516,D,W,D,W,D,W,4,1,31,3,0.612903226,1.580645161,DWD,WDW,5,7,-0.064516129
301,Man City,Aston Villa,1,3,A,33,34,49,31,0.870967742,1.322580645,D,L,W,W,D,W,18,6,31,12,-0.516129032,0.096774194,DLW,WDW,4,7,-0.096774194
302,Sunderland,Leeds,0,2,A,37,44,30,38,1.548387097,1.516129032,W,D,L,W,D,W,7,3,31,4,0.225806452,0.193548387,WDL,WDW,4,7,-0.096774194
303,West Ham,Everton,0,2,A,35,31,38,44,1.129032258,1.032258065,L,L,L,L,D,L,9,13,31,-4,-0.096774194,-0.419354839,LLL,LDL,0,1,-0.032258065
304,Charlton,Leicester,2,0,H,39,31,42,33,1.35483871,1.451612903,L,D,D,L,L,W,18,8,31,10,-0.096774194,-0.064516129,LDD,LLW,2,3,-0.032258065
305,Southampton,Ipswich,0,3,A,34,44,37,36,1.419354839,1.580645161,L,W,W,W,L,W,15,18,31,-3,-0.096774194,0.258064516,LWW,WLW,6,6,0
306,Aston Villa,Leicester,2,1,H,34,31,31,33,1.322580645,1.451612903,W,D,W,L,L,W,6,8,31,-2,0.096774194,-0.064516129,WDW,LLW,7,3,0.129032258
307,Aston Villa,West Ham,2,2,D,34,35,31,38,1.322580645,1.129032258,W,D,W,L,L,L,6,9,31,-3,0.096774194,-0.096774194,WDW,LLL,7,0,0.225806452
308,Derby,Chelsea,0,4,A,31,54,45,38,1.129032258,1.451612903,D,W,W,W,L,W,16,5,31,11,-0.451612903,0.516129032,DWW,WLW,7,6,0.032258065
309,Leeds,Southampton,2,0,H,44,34,38,37,1.516129032,1.419354839,W,D,W,L,W,W,3,15,31,-12,0.193548387,-0.096774194,WDW,LWW,7,6,0.032258065
310,Leicester,Coventry,1,3,A,32,28,35,51,1.40625,0.84375,L,L,L,W,L,D,8,14,32,-6,-0.09375,-0.71875,LLL,WLD,0,4,-0.125
311,Everton,Man City,3,1,H,33,34,44,52,1.09375,0.84375,W,L,D,L,D,L,13,18,32,-5,-0.34375,-0.5625,WLD,LDL,4,1,0.09375
312,Middlesbrough,Sunderland,0,0,D,34,37,38,32,0.96875,1.5,L,W,D,L,W,D,12,7,32,5,-0.125,0.15625,LWD,LWD,4,4,0
313,Ipswich,Liverpool,1,1,D,47,52,36,34,1.625,1.5625,W,W,L,L,D,W,18,4,32,14,0.34375,0.5625,WWL,LDW,6,4,0.0625
314,Man United,Charlton,2,1,H,68,41,21,42,2.1875,1.40625,L,W,D,W,L,D,1,18,32,-17,1.46875,-0.03125,LWD,WLD,4,4,0
315,Tottenham,Bradford,2,1,H,36,23,40,59,1.21875,0.5625,L,W,L,L,D,D,10,17,32,-7,-0.125,-1.125,LWL,LDD,3,2,0.03125
316,Man City,Arsenal,0,4,A,34,49,52,29,0.84375,1.78125,L,D,L,W,D,W,18,2,32,16,-0.5625,0.625,LDL,WDW,1,7,-0.1875
317,Bradford,Charlton,2,0,H,23,41,59,42,0.5625,1.40625,L,D,D,W,L,D,17,18,32,-1,-1.125,-0.03125,LDD,WLD,2,4,-0.0625
318,Liverpool,Leeds,1,2,A,52,46,34,38,1.5625,1.5625,L,D,W,W,W,D,4,3,32,1,0.5625,0.25,LDW,WWD,4,7,-0.09375
319,Arsenal,Middlesbrough,0,3,A,49,34,29,38,1.78125,0.96875,W,D,W,L,W,D,2,12,32,-10,0.625,-0.125,WDW,LWD,7,4,0.09375
320,Aston Villa,Everton,2,1,H,38,36,34,45,1.363636364,1.151515152,D,W,W,W,W,L,6,13,33,-7,0.121212121,-0.272727273,DWW,WWL,7,6,0.03030303
321,Chelsea,Southampton,1,0,H,59,34,38,40,1.545454545,1.333333333,W,W,W,L,L,L,5,15,33,-10,0.636363636,-0.181818182,WWW,LLL,9,0,0.272727273
322,Ipswich,Newcastle,1,0,H,48,38,37,45,1.606060606,1.272727273,D,W,W,W,L,D,18,11,33,7,0.333333333,-0.212121212,DWW,WLD,7,4,0.090909091
