,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AHTGS,AATGS,AHTGC,AATGC,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HomeTeamLP,AwayTeamLP,MW,DiffLP,HTGD,ATGD,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,DiffFormPts
3229,Blackburn,Man City,2,2,D,20,31,34,27,0.842105263,0.947368421,W,L,L,L,L,D,7,9,19,-2,-0.736842105,0.210526316,WLL,LLD,3,1,0.105263158
3230,Bolton,Wigan,0,1,A,22,24,27,21,1.15,1.4,L,W,L,W,W,W,16,14,20,2,-0.25,0.15,LWL,WWW,3,9,-0.3
3231,Everton,Sunderland,3,0,H,24,21,25,26,1.45,1.1,W,D,W,D,W,W,5,15,20,-10,-0.05,-0.25,WDW,DWW,7,7,0
3232,Fulham,Chelsea,2,2,D,18,38,14,7,1.3,2.05,D,D,W,W,D,D,17,2,20,15,0.2,1.55,DDW,WDD,5,5,0
3233,Newcastle,Liverpool,1,5,A,25,30,27,12,1.1,2.1,L,W,W,W,D,D,12,4,20,8,-0.1,0.9,LWW,WDD,6,5,0.05
3234,West Brom,Tottenham,2,0,H,14,20,35,23,0.75,1,L,W,L,D,L,D,18,11,20,7,-1.05,-0.15,LWL,DLD,3,2,0.05
3235,West Ham,Stoke,2,1,H,22,17,27,31,1.1,1,W,L,D,L,L,D,10,18,20,-8,-0.25,-0.7,WLD,LLD,4,1,0.15
3236,Man United,Middlesbrough,1,0,H,32,17,10,28,2.05,1,W,W,W,L,L,D,1,13,20,-12,1.1,-0.55,WWW,LLD,9,1,0.4
3237,Hull,Aston Villa,0,1,A,28,32,36,22,1.35,1.75,L,L,D,D,W,W,18,6,20,12,-0.4,0.5,LLD,DWW,1,7,-0.3
3238,Arsenal,Bolton,1,0,H,32,22,23,27,1.6,1.15,D,D,D,L,W,L,3,16,20,-13,0.45,-0.25,DDD,LWL,3,3,0
3239,Aston Villa,West Brom,2,1,H,32,14,22,35,1.75,0.75,D,W,W,L,W,L,6,18,20,-12,0.5,-1.05,DWW,LWL,7,3,0.2
3240,Everton,Hull,2,0,H,27,28,25,37,1.523809524,1.285714286,W,W,D,L,L,L,5,18,21,-13,0.095238095,-0.428571429,WWD,LLL,7,0,0.333333333
3241,Middlesbrough,Sunderland,1,1,D,17,21,29,29,0.952380952,1.047619048,L,L,L,L,D,W,13,15,21,-2,-0.571428571,-0.380952381,LLL,LDW,0,4,-0.19047619
3242,Newcastle,West Ham,2,2,D,26,24,32,28,1.047619048,1.19047619,L,L,W,W,W,L,12,10,21,2,-0.285714286,-0.19047619,LLW,WWL,3,6,-0.142857143
3243,Stoke,Liverpool,0,0,D,18,35,33,13,0.952380952,2.142857143,L,L,L,W,W,D,18,4,21,14,-0.714285714,1.047619048,LLL,WWD,0,7,-0.333333333
3244,Man United,Chelsea,3,0,H,33,40,10,9,2.095238095,2,W,W,W,D,W,D,1,2,21,-1,1.095238095,1.476190476,WWW,DWD,9,5,0.19047619
3245,Wigan,Tottenham,1,0,H,25,20,21,25,1.476190476,0.952380952,W,W,W,L,D,L,14,11,21,3,0.19047619,-0.238095238,WWW,LDL,9,1,0.380952381
3246,Man United,Wigan,1,0,H,33,25,10,21,2.095238095,1.476190476,W,W,W,W,W,W,1,14,21,-13,1.095238095,0.19047619,WWW,WWW,9,9,0
3247,Blackburn,Newcastle,3,0,H,22,26,36,32,0.857142857,1.047619048,D,D,W,L,L,W,7,12,21,-5,-0.666666667,-0.285714286,DDW,LLW,5,3,0.095238095
3248,Bolton,Man United,0,1,A,22,33,28,10,1.095238095,2.095238095,L,L,W,W,W,W,16,1,21,15,-0.285714286,1.095238095,LLW,WWW,3,9,-0.285714286
3249,Chelsea,Stoke,2,1,H,40,18,9,33,2,0.952380952,D,W,D,L,L,L,2,18,21,-16,1.476190476,-0.714285714,DWD,LLL,5,0,0.238095238
3250,Hull,Arsenal,1,3,A,28,34,39,23,1.227272727,1.727272727,L,L,L,W,W,D,18,3,22,15,-0.5,0.5,LLL,WWD,0,7,-0.318181818
3251,Man City,Wigan,1,0,H,39,25,30,22,1.136363636,1.409090909,W,D,W,L,W,W,9,14,22,-5,0.409090909,0.136363636,WDW,LWW,7,6,0.045454545
3252,Sunderland,Aston Villa,1,2,A,22,35,30,23,1.045454545,1.863636364,D,L,D,W,W,D,15,6,22,9,-0.363636364,0.545454545,DLD,WWD,2,7,-0.227272727
3253,West Brom,Middlesbrough,3,0,H,17,18,37,30,0.818181818,0.954545455,L,W,L,D,L,L,18,13,22,5,-0.909090909,-0.545454545,LWL,DLL,3,1,0.090909091
3254,Tottenham,Portsmouth,1,1,D,20,22,26,34,0.909090909,1.090909091,L,L,D,D,L,L,11,8,22,3,-0.272727273,-0.545454545,LLD,DLL,1,1,0
3255,West Ham,Fulham,3,1,H,26,19,30,18,1.181818182,1.181818182,D,W,W,L,L,D,10,17,22,-7,-0.181818182,0.045454545,DWW,LLD,7,1,0.272727273
3256,Liverpool,Everton,1,1,D,35,29,13,25,2.090909091,1.590909091,D,W,W,W,W,W,4,5,22,-1,1,0.181818182,DWW,WWW,7,9,-0.090909091
3257,Portsmouth,Aston Villa,0,1,A,22,35,34,23,1.090909091,1.863636364,D,L,L,W,W,D,8,6,22,2,-0.545454545,0.545454545,DLL,WWD,1,7,-0.272727273
3258,Sunderland,Fulham,1,0,H,22,19,30,18,1.045454545,1.181818182,D,L,D,L,L,D,15,17,22,-2,-0.363636364,0.045454545,DLD,LLD,2,1,0.045454545
3259,Tottenham,Stoke,3,1,H,20,18,26,33,0.909090909,0.954545455,L,L,D,D,L,L,11,18,22,-7,-0.272727273,-0.681818182,LLD,DLL,1,1,0
3260,West Brom,Man United,0,5,A,20,39,37,10,0.913043478,2.173913043,W,L,W,W,W,W,18,1,23,17,-0.739130435,1.260869565,WLW,WWW,6,9,-0.130434783
3261,Blackburn,Bolton,2,2,D,27,22,38,30,0.956521739,1,D,W,D,L,L,L,7,16,23,-9,-0.47826087,-0.347826087,DWD,LLL,5,0,0.217391304
3262,Chelsea,Middlesbrough,2,0,H,42,18,13,33,1.956521739,0.913043478,W,L,D,L,D,L,2,13,23,-11,1.260869565,-0.652173913,WLD,LDL,4,1,0.130434783
3263,Everton,Arsenal,1,1,D,30,37,26,24,1.565217391,1.782608696,D,W,W,W,W,W,5,3,23,2,0.173913043,0.565217391,DWW,WWW,7,9,-0.086956522
3264,Man City,Newcastle,2,1,H,41,28,31,37,1.217391304,1,W,W,D,L,D,L,9,12,23,-3,0.434782609,-0.391304348,WWD,LDL,7,1,0.260869565
3265,West Ham,Hull,2,0,H,29,29,31,42,1.260869565,1.173913043,W,D,W,L,L,L,10,18,23,-8,-0.086956522,-0.565217391,WDW,LLL,7,0,0.304347826
3266,Wigan,Liverpool,1,1,D,25,36,23,14,1.347826087,2.043478261,L,L,W,D,D,W,14,4,23,10,0.086956522,0.956521739,LLW,DDW,3,5,-0.086956522
3267,Arsenal,West Ham,0,0,D,37,29,24,31,1.782608696,1.260869565,W,W,W,W,D,W,3,10,23,-7,0.565217391,-0.086956522,WWW,WDW,9,7,0.086956522
3268,Aston Villa,Wigan,0,0,D,37,25,24,23,1.913043478,1.347826087,W,W,W,L,L,W,6,14,23,-8,0.565217391,0.086956522,WWW,LLW,9,3,0.260869565
3269,Bolton,Tottenham,3,2,H,22,21,30,27,1,0.913043478,L,L,L,D,L,L,16,11,23,5,-0.347826087,-0.260869565,LLL,DLL,0,1,-0.043478261
3270,Fulham,Portsmouth,3,1,H,22,23,19,38,1.25,1,D,W,L,L,L,D,17,8,24,9,0.125,-0.625,DWL,LLD,4,1,0.125
3271,Hull,West Brom,2,2,D,29,20,44,42,1.125,0.875,L,L,L,L,W,L,18,18,24,0,-0.625,-0.916666667,LLL,LWL,0,3,-0.125
3272,Man United,Everton,1,0,H,40,31,10,27,2.208333333,1.541666667,W,W,W,D,D,W,1,5,24,-4,1.25,0.166666667,WWW,DDW,9,5,0.166666667
3273,Middlesbrough,Blackburn,0,0,D,18,27,35,38,0.875,0.958333333,L,L,D,D,D,W,13,7,24,6,-0.708333333,-0.458333333,LLD,DDW,1,5,-0.166666667
3274,Stoke,Man City,1,0,H,20,41,38,32,0.875,1.166666667,L,L,D,L,W,W,18,9,24,9,-0.75,0.375,LLD,LWW,1,6,-0.208333333
3275,Liverpool,Chelsea,2,0,H,37,44,15,13,2,2,D,D,D,W,W,L,4,2,24,2,0.916666667,1.291666667,DDD,WWL,3,6,-0.125
3276,Newcastle,Sunderland,1,1,D,29,24,39,32,0.958333333,1.083333333,L,L,D,W,L,D,12,15,24,-3,-0.416666667,-0.333333333,LLD,WLD,1,4,-0.125
3277,Blackburn,Aston Villa,0,2,A,27,38,38,24,0.958333333,1.958333333,D,D,W,W,W,W,7,6,24,1,-0.458333333,0.583333333,DDW,WWW,5,9,-0.166666667
3278,Chelsea,Hull,0,0,D,44,29,13,44,2,1.125,W,W,L,L,L,L,2,18,24,-16,1.291666667,-0.625,WWL,LLL,6,0,0.25
3279,Everton,Bolton,3,0,H,31,24,27,32,1.541666667,1,D,D,W,D,L,L,5,16,24,-11,0.166666667,-0.333333333,DDW,DLL,5,1,0.166666667
3280,Man City,Middlesbrough,1,0,H,42,18,32,35,1.24,0.88,W,L,W,D,L,L,9,13,25,-4,0.4,-0.68,WLW,DLL,6,1,0.2
3281,Portsmouth,Liverpool,2,3,A,25,39,41,15,0.96,2.04,L,L,L,W,D,D,8,4,25,4,-0.64,0.96,LLL,WDD,0,5,-0.2
3282,Sunderland,Stoke,2,0,H,25,21,33,38,1.08,0.96,D,W,L,W,L,L,15,18,25,-3,-0.32,-0.68,DWL,WLL,4,3,0.04
3283,West Brom,Newcastle,2,3,A,22,30,44,40,0.88,0.96,D,L,W,D,L,L,18,12,25,6,-0.88,-0.4,DLW,DLL,4,1,0.12
3284,Wigan,Fulham,0,0,D,26,22,24,22,1.32,1.2,D,D,L,L,D,W,14,17,25,-3,0.08,0,DDL,LDW,2,4,-0.08
3285,Tottenham,Arsenal,0,0,D,26,38,31,25,0.96,1.72,L,W,D,D,D,W,11,3,25,8,-0.2,0.52,LWD,DDW,4,5,-0.04
3286,West Ham,Man United,0,1,A,31,41,31,10,1.32,2.24,D,W,W,W,W,W,10,1,25,9,0,1.24,DWW,WWW,7,9,-0.08
3287,Portsmouth,Man City,2,0,H,25,42,41,32,0.96,1.24,L,L,L,W,L,W,8,9,25,-1,-0.64,0.4,LLL,WLW,0,6,-0.24
3288,Man United,Fulham,3,0,H,41,22,10,22,2.24,1.2,W,W,W,L,D,W,1,17,25,-16,1.24,0,WWW,LDW,9,4,0.2
3289,Arsenal,Sunderland,0,0,D,38,25,25,33,1.72,1.08,D,D,W,D,W,L,3,15,25,-12,0.52,-0.32,DDW,DWL,5,4,0.04
3290,Aston Villa,Chelsea,0,1,A,40,44,24,15,1.961538462,1.884615385,W,D,W,D,L,W,6,2,26,4,0.615384615,1.115384615,WDW,DLW,7,4,0.115384615
3291,Bolton,West Ham,2,1,H,27,31,37,32,1.038461538,1.269230769,L,W,D,L,D,W,16,10,26,6,-0.384615385,-0.038461538,LWD,LDW,4,4,0
3292,Man United,Blackburn,2,1,H,44,28,10,42,2.269230769,0.884615385,W,W,W,L,L,D,1,7,26,-6,1.307692308,-0.538461538,WWW,LLD,9,1,0.307692308
3293,Middlesbrough,Wigan,0,0,D,18,26,36,24,0.846153846,1.307692308,L,D,L,D,D,D,13,14,26,-1,-0.692307692,0.076923077,LDL,DDD,1,3,-0.076923077
3294,Stoke,Portsmouth,2,2,D,21,27,40,41,0.923076923,1.038461538,L,W,L,W,L,L,18,8,26,10,-0.730769231,-0.538461538,LWL,WLL,3,3,0
3295,Fulham,West Brom,2,0,H,24,24,22,47,1.269230769,0.846153846,W,L,D,L,D,L,17,18,26,-1,0.076923077,-0.884615385,WLD,LDL,4,1,0.115384615
3296,Liverpool,Man City,1,1,D,42,42,17,34,2.076923077,1.192307692,W,W,D,L,W,L,4,9,26,-5,0.961538462,0.307692308,WWD,LWL,7,3,0.153846154
3297,Newcastle,Everton,0,0,D,33,34,42,28,1.038461538,1.538461538,W,D,L,W,L,D,12,5,26,7,-0.346153846,0.230769231,WDL,WLD,4,4,0
3298,Hull,Tottenham,1,2,A,31,26,46,31,1.115384615,0.961538462,D,D,L,D,L,W,18,11,26,7,-0.576923077,-0.192307692,DDL,DLW,2,4,-0.076923077
3299,Arsenal,Fulham,0,0,D,38,24,25,22,1.692307692,1.269230769,D,D,D,W,L,D,3,17,26,-14,0.5,0.076923077,DDD,WLD,3,4,-0.038461538
3300,Chelsea,Wigan,2,1,H,45,26,15,24,1.925925926,1.296296296,W,D,L,D,D,D,2,14,27,-12,1.111111111,0.074074074,WDL,DDD,4,3,0.037037037
3301,Everton,West Brom,2,0,H,34,24,28,49,1.518518519,0.814814815,D,W,L,L,L,D,5,18,27,-13,0.222222222,-0.925925926,DWL,LLD,4,1,0.111111111
3302,Middlesbrough,Liverpool,2,0,H,18,43,36,18,0.851851852,2.037037037,D,L,D,D,W,W,13,4,27,9,-0.666666667,0.925925926,DLD,DWW,2,7,-0.185185185
3303,Aston Villa,Stoke,2,2,D,40,23,25,42,1.888888889,0.925925926,L,W,D,D,L,W,6,18,27,-12,0.555555556,-0.703703704,LWD,DLW,4,4,0
3304,Bolton,Newcastle,1,0,H,29,33,38,42,1.111111111,1.037037037,W,L,W,D,W,D,16,12,27,4,-0.333333333,-0.333333333,WLW,DWD,6,5,0.037037037
3305,Hull,Blackburn,1,2,A,32,30,48,43,1.074074074,0.962962963,L,D,D,W,L,L,18,7,27,11,-0.592592593,-0.481481481,LDD,WLL,2,3,-0.037037037
3306,West Ham,Man City,1,0,H,32,43,34,35,1.222222222,1.185185185,L,L,D,D,L,W,10,9,27,1,-0.074074074,0.296296296,LLD,DLW,1,4,-0.111111111
3307,Liverpool,Sunderland,2,0,H,43,27,18,33,2.037037037,1.148148148,D,W,W,D,W,D,4,15,27,-11,0.925925926,-0.222222222,DWW,DWD,7,5,0.074074074
3308,Portsmouth,Chelsea,0,1,A,29,45,43,15,1.037037037,1.925925926,D,W,L,W,D,L,8,2,27,6,-0.518518519,1.111111111,DWL,WDL,4,4,0
3309,West Brom,Arsenal,1,3,A,24,38,49,25,0.814814815,1.666666667,L,L,D,D,D,D,18,3,27,15,-0.925925926,0.481481481,LLD,DDD,1,3,-0.074074074
3310,Blackburn,Everton,0,0,D,30,36,43,28,0.964285714,1.571428571,D,W,L,W,D,W,7,5,28,2,-0.464285714,0.285714286,DWL,WDW,4,7,-0.107142857
3311,Fulham,Hull,0,1,A,24,33,23,50,1.214285714,1.035714286,L,D,W,L,L,D,17,18,28,-1,0.035714286,-0.607142857,LDW,LLD,4,1,0.107142857
3312,Man City,Aston Villa,2,0,H,43,42,36,27,1.142857143,1.857142857,L,D,L,D,L,W,9,6,28,3,0.25,0.535714286,LDL,DLW,1,4,-0.107142857
3313,Newcastle,Man United,1,2,A,33,48,43,12,1,2.321428571,L,D,W,W,W,W,12,1,28,11,-0.357142857,1.285714286,LDW,WWW,4,9,-0.178571429
3314,Stoke,Bolton,2,0,H,25,30,44,38,0.928571429,1.178571429,D,D,L,W,W,L,18,16,28,2,-0.678571429,-0.285714286,DDL,WWL,2,6,-0.142857143
3315,Tottenham,Middlesbrough,4,0,H,32,20,32,36,1.107142857,0.928571429,W,W,D,W,D,L,11,13,28,-2,0,-0.571428571,WWD,WDL,7,4,0.107142857
3316,Wigan,West Ham,0,1,A,27,33,26,34,1.25,1.285714286,L,D,D,W,L,L,14,10,28,4,0.035714286,-0.035714286,LDD,WLL,2,3,-0.035714286
3317,Sunderland,Tottenham,1,1,D,27,32,35,32,1.107142857,1.107142857,L,D,W,W,W,D,15,11,28,4,-0.285714286,0,LDW,WWD,4,7,-0.107142857
3318,Fulham,Blackburn,1,2,A,24,30,23,43,1.214285714,0.964285714,L,D,W,D,W,L,17,7,28,10,0.035714286,-0.464285714,LDW,DWL,4,4,0
3319,Arsenal,Blackburn,4,0,H,38,30,25,43,1.642857143,0.964285714,D,D,D,D,W,L,3,7,28,-4,0.464285714,-0.464285714,DDD,DWL,3,4,-0.035714286
3320,Bolton,Fulham,1,3,A,30,25,40,25,1.137931034,1.172413793,L,W,W,L,L,D,16,17,29,-1,-0.344827586,0,LWW,LLD,6,1,0.172413793
3321,Everton,Stoke,3,1,H,36,27,28,44,1.551724138,1,D,W,D,W,D,D,5,18,29,-13,0.275862069,-0.586206897,DWD,WDD,5,5,0
3322,Hull,Newcastle,1,1,D,34,34,50,45,1.103448276,0.965517241,W,L,L,L,L,D,18,12,29,6,-0.551724138,-0.379310345,WLL,LLD,3,1,0.068965517
3323,Man United,Liverpool,1,4,A,49,45,16,20,2.24137931,2,L,W,W,W,L,D,1,4,29,-3,1.137931034,0.862068966,LWW,WLD,6,4,0.068965517
3324,Middlesbrough,Portsmouth,1,1,D,20,30,40,45,0.896551724,1,L,W,D,D,L,D,13,8,29,5,-0.689655172,-0.517241379,LWD,DLD,4,2,0.068965517
3325,Sunderland,Wigan,1,2,A,28,27,36,27,1.103448276,1.206896552,D,L,D,L,L,D,15,14,29,1,-0.275862069,0,DLD,LLD,2,1,0.034482759
3326,Aston Villa,Tottenham,1,2,A,42,33,29,33,1.793103448,1.103448276,L,D,L,D,W,W,6,11,29,-5,0.448275862,0,LDL,DWW,1,7,-0.206896552
3327,Chelsea,Man City,1,0,H,48,45,16,36,2,1.206896552,W,W,W,W,L,D,2,9,29,-7,1.103448276,0.310344828,WWW,WLD,9,4,0.172413793
3328,West Ham,West Brom,0,0,D,34,25,34,54,1.344827586,0.75862069,W,W,L,L,L,L,10,18,29,-8,0,-1,WWL,LLL,6,0,0.206896552
3329,Blackburn,West Ham,1,1,D,32,34,44,34,1.034482759,1.344827586,W,D,W,W,W,L,7,10,29,-3,-0.413793103,0,WDW,WWL,7,6,0.034482759
3330,Fulham,Man United,2,0,H,28,49,26,18,1.233333333,2.166666667,W,L,L,L,L,W,17,1,30,16,0.066666667,1.033333333,WLL,LLW,3,3,0
3331,Newcastle,Arsenal,1,3,A,35,45,46,26,0.966666667,1.733333333,D,L,L,W,W,D,12,3,30,9,-0.366666667,0.633333333,DLL,WWD,1,7,-0.2
3332,Portsmouth,Everton,2,1,H,32,39,46,29,1.066666667,1.6,W,D,L,W,D,W,8,5,30,3,-0.466666667,0.333333333,WDL,WDW,4,7,-0.1
3333,Stoke,Middlesbrough,1,0,H,28,21,47,41,0.966666667,0.9,L,W,D,D,L,W,18,13,30,5,-0.633333333,-0.666666667,LWD,DLW,4,4,0
3334,Tottenham,Chelsea,1,0,H,35,49,34,16,1.166666667,2.033333333,W,D,W,W,W,W,11,2,30,9,0.033333333,1.1,WDW,WWW,7,9,-0.066666667
3335,West Brom,Bolton,1,1,D,25,31,54,43,0.766666667,1.1,D,L,L,L,L,W,18,16,30,2,-0.966666667,-0.4,DLL,LLW,1,3,-0.066666667
3336,Liverpool,Aston Villa,5,0,H,49,43,21,31,2.033333333,1.733333333,W,W,L,L,L,D,4,6,30,-2,0.933333333,0.4,WWL,LLD,6,1,0.166666667
3337,Man City,Sunderland,1,0,H,45,29,37,38,1.166666667,1.066666667,L,W,L,L,D,L,9,15,30,-6,0.266666667,-0.3,LWL,LDL,3,1,0.066666667
3338,Wigan,Hull,1,0,H,29,35,28,51,1.266666667,1.1,W,L,L,D,W,L,14,18,30,-4,0.033333333,-0.533333333,WLL,DWL,3,4,-0.033333333
3339,Arsenal,Man City,2,0,H,45,45,26,37,1.733333333,1.166666667,W,W,D,L,W,L,3,9,30,-6,0.633333333,0.266666667,WWD,LWL,7,3,0.133333333
3340,Blackburn,Tottenham,2,1,H,33,36,49,34,1,1.225806452,D,L,W,W,W,D,7,11,31,-4,-0.516129032,0.064516129,DLW,WWD,4,7,-0.096774194
3341,Bolton,Middlesbrough,4,1,H,32,21,44,42,1.096774194,0.870967742,D,L,L,L,D,L,16,13,31,3,-0.387096774,-0.677419355,DLL,LDL,1,1,0
3342,Fulham,Liverpool,0,1,A,30,54,26,21,1.290322581,2.064516129,W,W,L,W,W,W,17,4,31,13,0.129032258,1.064516129,WWL,WWW,6,9,-0.096774194
3343,Hull,Portsmouth,0,0,D,35,32,52,46,1.064516129,1.064516129,L,D,W,D,W,D,18,8,31,10,-0.548387097,-0.451612903,LDW,DWD,4,5,-0.032258065
3344,Newcastle,Chelsea,0,2,A,36,49,49,17,0.935483871,1.967741935,L,D,L,L,W,W,12,2,31,10,-0.419354839,1.032258065,LDL,LWW,1,6,-0.161290323
3345,West Brom,Stoke,0,2,A,26,29,55,47,0.774193548,1.032258065,D,D,L,W,L,W,18,18,31,0,-0.935483871,-0.580645161,DDL,WLW,2,6,-0.129032258
3346,West Ham,Sunderland,2,0,H,35,29,35,39,1.322580645,1.032258065,D,D,W,L,L,D,10,15,31,-5,0,-0.322580645,DDW,LLD,5,1,0.129032258
3347,Everton,Wigan,4,0,H,40,30,31,28,1.548387097,1.322580645,L,W,D,W,W,L,5,14,31,-9,0.290322581,0.064516129,LWD,WWL,4,6,-0.064516129
3348,Man United,Aston Villa,3,2,H,52,43,20,36,2.193548387,1.677419355,W,L,L,L,L,L,1,6,31,-5,1.032258065,0.225806452,WLL,LLL,3,0,0.096774194
3349,Chelsea,Bolton,4,3,H,49,32,17,44,1.967741935,1.096774194,L,W,W,D,L,L,2,16,31,-14,1.032258065,-0.387096774,LWW,DLL,6,1,0.161290323
3350,Liverpool,Blackburn,4,0,H,55,35,21,50,2.09375,1.0625,W,W,W,W,D,L,4,7,32,-3,1.0625,-0.46875,WWW,WDL,9,4,0.15625
3351,Middlesbrough,Hull,3,1,H,22,35,46,52,0.84375,1.0625,L,L,D,D,L,D,13,18,32,-5,-0.75,-0.53125,LLD,DLD,1,2,-0.03125
3352,Portsmouth,West Brom,2,2,D,34,26,48,57,1.0625,0.75,D,D,W,L,D,D,8,18,32,-10,-0.4375,-0.96875,DDW,LDD,5,2,0.09375
3353,Stoke,Newcastle,1,1,D,31,36,47,51,1.09375,0.90625,W,W,L,L,L,D,18,12,32,6,-0.5,-0.46875,WWL,LLD,6,1,0.15625
3354,Sunderland,Man United,1,2,A,29,54,41,21,1,2.21875,L,L,L,W,W,L,15,1,32,14,-0.375,1.03125,LLL,WWL,0,6,-0.1875
3355,Tottenham,West Ham,1,0,H,37,37,36,35,1.1875,1.375,L,W,W,W,D,D,11,10,32,1,0.03125,0.0625,LWW,WDD,6,5,0.03125
3356,Wigan,Arsenal,1,4,A,30,50,32,27,1.28125,1.8125,L,W,W,W,W,W,14,3,32,11,-0.0625,0.71875,LWW,WWW,6,9,-0.09375
3357,Aston Villa,Everton,3,3,D,45,44,39,31,1.625,1.59375,L,L,L,W,L,W,6,5,32,1,0.1875,0.40625,LLL,WLW,0,6,-0.1875
3358,Man City,Fulham,1,3,A,46,30,39,27,1.1875,1.25,L,W,L,L,W,W,9,17,32,-8,0.21875,0.09375,LWL,LWW,3,6,-0.09375
3359,Aston Villa,West Ham,1,1,D,45,37,39,35,1.625,1.375,L,L,L,W,D,D,6,10,32,-4,0.1875,0.0625,LLL,WDD,0,5,-0.15625
3360,Middlesbrough,Fulham,0,0,D,25,33,47,28,0.909090909,1.303030303,W,L,L,W,L,W,13,17,33,-4,-0.666666667,0.151515152,WLL,WLW,3,6,-0.090909091
3361,Portsmouth,Bolton,1,0,H,35,39,48,49,1.121212121,1.121212121,W,D,D,L,W,D,8,16,33,-8,-0.393939394,-0.303030303,WDD,LWD,5,4,0.03030303
3362,Stoke,Blackburn,1,0,H,32,35,48,54,1.090909091,1.03030303,D,W,W,L,W,D,18,7,33,11,-0.484848485,-0.575757576,DWW,LWD,7,4,0.090909091
3363,Sunderland,Hull,1,0,H,30,36,43,55,0.96969697,1.03030303,L,L,L,L,D,L,15,18,33,-3,-0.393939394,-0.575757576,LLL,LDL,0,1,-0.03030303
3364,Man City,West Brom,4,2,H,47,28,42,59,1.151515152,0.757575758,L,L,W,D,L,D,9,18,33,-9,0.151515152,-0.939393939,LLW,DLD,3,2,0.03030303
3365,Tottenham,Newcastle,1,0,H,38,37,36,52,1.242424242,0.909090909,W,L,W,D,L,L,11,12,33,-1,0.060606061,-0.454545455,WLW,DLL,6,1,0.151515152
3366,Liverpool,Arsenal,4,4,D,59,54,21,28,2.121212121,1.848484848,W,W,W,W,W,W,4,3,33,1,1.151515152,0.787878788,WWW,WWW,9,9,0
3367,Chelsea,Everton,0,0,D,55,47,20,34,2.03030303,1.575757576,W,W,L,D,W,L,2,5,33,-3,1.060606061,0.393939394,WWL,DWL,6,4,0.060606061
3368,Man United,Portsmouth,2,0,H,56,35,21,48,2.242424242,1.121212121,W,W,W,W,D,D,1,8,33,-7,1.060606061,-0.393939394,WWW,WDD,9,5,0.121212121
3369,Bolton,Aston Villa,1,1,D,39,48,49,42,1.121212121,1.606060606,L,W,D,D,L,L,16,6,33,10,-0.303030303,0.181818182,LWD,DLL,4,1,0.090909091
3370,Everton,Man City,1,2,A,47,51,34,44,1.558823529,1.205882353,D,D,W,W,L,L,5,9,34,-4,0.382352941,0.205882353,DDW,WLL,5,3,0.058823529
3371,Fulham,Stoke,1,0,H,33,33,28,48,1.294117647,1.147058824,D,W,L,W,D,W,17,18,34,-1,0.147058824,-0.441176471,DWL,WDW,4,7,-0.088235294
3372,Hull,Liverpool,1,3,A,36,63,56,25,1,2.088235294,L,L,D,D,W,W,18,4,34,14,-0.588235294,1.117647059,LLD,DWW,1,7,-0.176470588
3373,Man United,Tottenham,5,2,H,61,39,23,36,2.264705882,1.294117647,W,W,W,W,W,L,1,11,34,-10,1.117647059,0.088235294,WWW,WWL,9,6,0.088235294
3374,West Brom,Sunderland,3,0,H,30,31,63,43,0.735294118,1.029411765,L,D,L,W,L,L,18,15,34,3,-0.970588235,-0.352941176,LDL,WLL,1,3,-0.058823529
3375,West Ham,Chelsea,0,1,A,38,55,37,20,1.323529412,2,D,L,W,D,W,W,10,2,34,8,0.029411765,1.029411765,DLW,DWW,4,7,-0.088235294
3376,Arsenal,Middlesbrough,2,0,H,58,25,32,47,1.823529412,0.911764706,D,W,W,D,W,L,3,13,34,-10,0.764705882,-0.647058824,DWW,DWL,7,4,0.088235294
3377,Blackburn,Wigan,2,0,H,35,31,55,38,1,1.205882353,L,L,W,L,L,L,7,14,34,-7,-0.588235294,-0.205882353,LLW,LLL,3,0,0.088235294
3378,Newcastle,Portsmouth,0,0,D,37,35,53,50,0.882352941,1.088235294,L,D,L,L,W,D,12,8,34,4,-0.470588235,-0.441176471,LDL,LWD,1,4,-0.088235294
3379,Chelsea,Fulham,3,1,H,55,33,20,28,2,1.294117647,D,W,W,D,W,L,2,17,34,-15,1.029411765,0.147058824,DWW,DWL,7,4,0.088235294
3380,Man City,Blackburn,3,1,H,53,37,45,55,1.257142857,1.057142857,W,W,L,W,L,L,9,7,35,2,0.228571429,-0.514285714,WWL,WLL,6,3,0.085714286
3381,Middlesbrough,Man United,0,2,A,25,63,49,23,0.885714286,2.285714286,L,D,W,W,W,W,13,1,35,12,-0.685714286,1.142857143,LDW,WWW,4,9,-0.142857143
3382,Portsmouth,Arsenal,0,3,A,35,60,50,32,1.085714286,1.857142857,D,L,W,W,D,W,8,3,35,5,-0.428571429,0.8,DLW,WDW,4,7,-0.085714286
3383,Stoke,West Ham,0,1,A,33,38,49,38,1.114285714,1.285714286,L,W,D,L,D,L,18,10,35,8,-0.457142857,0,LWD,LDL,4,1,0.085714286
3384,Tottenham,West Brom,1,0,H,41,33,41,63,1.257142857,0.8,L,W,W,W,L,D,11,18,35,-7,0,-0.857142857,LWW,WLD,6,4,0.057142857
